Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Dr. George S. Tulevski),"Hi, are you Bella?",
2,Speaker 2 (child),"Yes.",
3,Speaker 1 (Dr. George S. Tulevski),"Bella, I'm George, nice to meet you.",
4,Speaker 2 (child),"Nice to meet you too.",
5,Speaker 1 (Dr. George S. Tulevski),"I'm a research scientist.",
6,Speaker 1 (Dr. George S. Tulevski),"Do you like science?",
7,Speaker 2 (child),"Yeah.",
8,Speaker 1 (Dr. George S. Tulevski),"I wanted to talk to you about a specific type of science called nanotechnology.",
9,Speaker 1 (Dr. George S. Tulevski),"Have you ever heard of this word before?",
10,Speaker 2 (child),"Nhn nhn.",
11,Speaker 1 (Dr. George S. Tulevski),"Nano is kind of a funny word, right?",
12,Speaker 1 (Dr. George S. Tulevski),"It's a word that's used before another word, and it means one billion.",
13,Speaker 1 (Dr. George S. Tulevski),"What's the smallest object you can think of?",
14,Speaker 2 (child),"A baby ant?",
15,Speaker 1 (Dr. George S. Tulevski),"A baby ant?",
16,Speaker 1 (Dr. George S. Tulevski),"Very good.",
17,Speaker 1 (Dr. George S. Tulevski),"So I have over here a meter stick, let me show it to you.",
18,Speaker 1 (Dr. George S. Tulevski),"And so that's a meter and if I divide it by 1000, I get a millimeter.",
19,Speaker 1 (Dr. George S. Tulevski),"So milli just means 1000.",
20,Speaker 1 (Dr. George S. Tulevski),"There's all these little lines on the ruler.",
21,Speaker 1 (Dr. George S. Tulevski),"And each of those little lines is one millimeter.",
22,Speaker 1 (Dr. George S. Tulevski),"So a baby ant is probably a couple of millimeters.",
23,Speaker 1 (Dr. George S. Tulevski),"So even the thing that's the smallest thing you can think of, it's a million times bigger than a nanometer.",
24,Speaker 1 (Dr. George S. Tulevski),"Tiny, tiny, tiny.",
25,Speaker 2 (child),"Tiny, tiny, tiny, tiny.",
26,Speaker 1 (Dr. George S. Tulevski),"If I took this stick and I was to draw 1 billion lines, the distance between those two lines would be one nanometer.",
27,Speaker 1 (Dr. George S. Tulevski),"So that's really all it is.",
28,Speaker 1 (Dr. George S. Tulevski),"It's just a measure of size.",
29,Speaker 1 (Dr. George S. Tulevski),"But it's really, really, really tiny, smaller than anything that we can see with our eyes.",
30,Speaker 1 (Dr. George S. Tulevski),"The reason why, in nanotechnology, scientists, we care about things that are that small, is because there are objects called atoms.",
31,Speaker 1 (Dr. George S. Tulevski),"Have you ever heard of atoms before?",
32,Speaker 2 (child),"Yes.",
33,Speaker 2 (child),"I first heard of them on a show I watched called StoryBots.",
34,Speaker 2 (child),"They're just little things that make up everything on Earth, even earth.",
35,Speaker 1 (Dr. George S. Tulevski),"That was a perfect explanation.",
36,Speaker 1 (Dr. George S. Tulevski),"But what if I told you that scientists invented a special type of microscope that not only lets you see atoms, but also lets you move them around and build things with them.",
37,Speaker 1 (Dr. George S. Tulevski),"Would you think that would be pretty cool?",
38,Speaker 2 (child),"Yeah.",
39,Speaker 1 (Dr. George S. Tulevski),"So it's called a scanning tunneling microscope.",
40,Speaker 1 (Dr. George S. Tulevski),"And not only can you see the atoms, but you can move them around.",
41,Speaker 1 (Dr. George S. Tulevski),"Atoms are kind of sticky.",
42,Speaker 1 (Dr. George S. Tulevski),"You can actually build things using this instrument with actual individual atoms.",
43,Speaker 1 (Dr. George S. Tulevski),"So if I gave you that machine, would you want to make something?",
44,Speaker 1 (Dr. George S. Tulevski),"Would you want to look at something very carefully?",
45,Speaker 2 (child),"I would want to make a unicorn out of atoms.",
46,Speaker 1 (Dr. George S. Tulevski),"You are definitely a second grader.",
47,Speaker 1 (Dr. George S. Tulevski),"My daughter would probably answer the exact same way.",
48,Speaker 1 (Dr. George S. Tulevski),"A unicorn would be awesome.",
49,Speaker 2 (child),"Why do you study stuff so small?",
50,Speaker 1 (Dr. George S. Tulevski),"I study it because objects that are that small have really interesting properties.",
51,Speaker 1 (Dr. George S. Tulevski),"They behave completely different than objects that are big.",
52,Speaker 1 (Dr. George S. Tulevski),"And because of that, we can build really cool things with them.",
53,Speaker 1 (Dr. George S. Tulevski),"Like really fast computers, for example, or new types of batteries or new types of solar cells.",
54,Speaker 1 (Dr. George S. Tulevski),"And a lot of nanotechnology is kind of like playing with Legos.",
55,Speaker 1 (Dr. George S. Tulevski),"You take these small objects and you put them together to build something new.",
56,Speaker 1 (Dr. George S. Tulevski),"Something interesting that no one's built before.",
57,Speaker 1 (Dr. George S. Tulevski),"It's like Legos for scientists.",
58,Speaker 2 (child),"Cool.",
