Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Dr. George S. Tulevski),"So how old are you?",
2,Speaker 3 (teen),"I'm 16.",
3,Speaker 1 (Dr. George S. Tulevski),"So what is that, you're in 10th grade?",
4,Speaker 3 (teen),"Junior year.",
5,Speaker 3 (teen),"So 11th grade.",
6,Speaker 1 (Dr. George S. Tulevski),"Have you heard of nanotechnology?",
7,Speaker 1 (Dr. George S. Tulevski),"Have you heard of this term before?",
8,Speaker 3 (teen),"Yeah, I've heard of it.",
9,Speaker 1 (Dr. George S. Tulevski),"What do you think of when you think of nanotechnology?",
10,Speaker 3 (teen),"It kind of seems very science fiction.",
11,Speaker 1 (Dr. George S. Tulevski),"You know, you're right.",
12,Speaker 1 (Dr. George S. Tulevski),"When you read about some of these technologies, it does feel like science fiction.",
13,Speaker 1 (Dr. George S. Tulevski),"But the part of nanotechnology I wanted to talk to you about is stuff that you probably use every day, most of your day, all of the time.",
14,Speaker 1 (Dr. George S. Tulevski),"Can you guess what aspect of nanotechnology I'm gonna talk to you about?",
15,Speaker 3 (teen),"My phone?",
16,Speaker 1 (Dr. George S. Tulevski),"Yeah, so modern computer chips rely heavily on nanotechnology.",
17,Speaker 1 (Dr. George S. Tulevski),"Does this look familiar to you?",
18,Speaker 1 (Dr. George S. Tulevski),"Can you guess what this might be?",
19,Speaker 3 (teen),"I don't know.",
20,Speaker 1 (Dr. George S. Tulevski),"So this is a silicon wafer, and they're embedded in basically almost every object that you use, from a laptop, to a phone, to cars, television sets, appliances.",
21,Speaker 1 (Dr. George S. Tulevski),"We ended up cutting these into little squares and those repeating patterns, each of those is a processor.",
22,Speaker 1 (Dr. George S. Tulevski),"And those chips are what goes into all of these objects.",
23,Speaker 1 (Dr. George S. Tulevski),"What I want to talk to you about is how we got from where we started, and how we're able to actually fit 18 billion of these little devices in a little one inch by one inch area.",
24,Speaker 1 (Dr. George S. Tulevski),"They're called transistors.",
25,Speaker 1 (Dr. George S. Tulevski),"It's a switch.",
26,Speaker 1 (Dr. George S. Tulevski),"Very simply, think of it as a light switch that turns on and turns off using an electric field by applying a voltage.",
27,Speaker 3 (teen),"OK.",
28,Speaker 1 (Dr. George S. Tulevski),"I went through my kid's Lego bins to build a very simple model of a transistor.",
29,Speaker 1 (Dr. George S. Tulevski),"And these are wired together in circuits so that you can do computation.",
30,Speaker 1 (Dr. George S. Tulevski),"You can do logic with them.",
31,Speaker 1 (Dr. George S. Tulevski),"Where nanotechnology comes into play, the way you double the number of transistors on a chip.",
32,Speaker 1 (Dr. George S. Tulevski),"Can you guess what you would have to do to this transistor?",
33,Speaker 3 (teen),"You make it smaller?",
34,Speaker 1 (Dr. George S. Tulevski),"You have to make it smaller.",
35,Speaker 1 (Dr. George S. Tulevski),"Exactly.",
36,Speaker 1 (Dr. George S. Tulevski),"But here's the problem.",
37,Speaker 1 (Dr. George S. Tulevski),"So about 10 to 15 years ago, the devices got so small that if you shrunk them this gate, that actually turns it on and off loses its ability to control the channel.",
38,Speaker 1 (Dr. George S. Tulevski),"And so what they did, was they took devices like this into these things, we call them FinFETs, kind of like a fin on a fish.",
39,Speaker 1 (Dr. George S. Tulevski),"So they're very thin transistors.",
40,Speaker 1 (Dr. George S. Tulevski),"The width of these fins is only six nanometers.",
41,Speaker 1 (Dr. George S. Tulevski),"So 6 nanometers is 25 to 30 atoms across.",
42,Speaker 1 (Dr. George S. Tulevski),"And they repeat this over the entire wafer just about perfectly.",
43,Speaker 1 (Dr. George S. Tulevski),"It's just a huge feat in engineering.",
44,Speaker 1 (Dr. George S. Tulevski),"But these types of devices are exactly the kind of devices that your phones and computers either have, or will have in the near future.",
45,Speaker 1 (Dr. George S. Tulevski),"And it's a way that nanotechnology is directly impacting you right now.",
46,Speaker 3 (teen),"How do you make stuff that small?",
47,Speaker 3 (teen),"Obviously it's not handmade, so is it factories and stuff?",
48,Speaker 1 (Dr. George S. Tulevski),"Exactly.",
49,Speaker 1 (Dr. George S. Tulevski),"So these are made using a technique called lithography.",
50,Speaker 1 (Dr. George S. Tulevski),"You basically coat the silicon wafer with a polymer.",
51,Speaker 1 (Dr. George S. Tulevski),"Then you put a mask on it and then you shine light through it.",
52,Speaker 1 (Dr. George S. Tulevski),"And the features of the mask, the size of those holes determine the feature size in the chip.",
53,Speaker 1 (Dr. George S. Tulevski),"It's not just the size of the mask that matters.",
54,Speaker 1 (Dr. George S. Tulevski),"It's the wavelength of the light that's used.",
55,Speaker 1 (Dr. George S. Tulevski),"We talked about nanotechnology being science fiction before, but this is real stuff that's being produced, that's being made, that's being used every day by people.",
56,Speaker 3 (teen),"In middle school, I built all of the little switches where you turn the electricity on, and it goes from one thing to the other.",
57,Speaker 3 (teen),"But those are the really big, comical, like plugging in Legos and stuff.",
58,Speaker 3 (teen),"When we saw the picture of all of the little ones, it's like a city, it's crazy how simple and complex it is at the same time.",
59,Speaker 1 (Dr. George S. Tulevski),"Exactly.",
60,Speaker 1 (Dr. George S. Tulevski),"I couldn't put it any better.",
61,Speaker 1 (Dr. George S. Tulevski),"That's right.",
