Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Amit Sahai),"It's so great to have you here and to talk with you, Eli.",
2,Speaker 1 (Amit Sahai),"Can you tell me a little bit about your research?",
3,Speaker 5 (grad student),"My research is in cryptography.",
4,Speaker 5 (grad student),"Specifically, I'm working on some various multi-party computation protocols.",
5,Speaker 5 (grad student),"The one I'm working on right now is a system for computing aggregate statistics.",
6,Speaker 5 (grad student),"So that service providers like, Google Chrome or Tesla, can collect those statistics without learning anything about individual user's data.",
7,Speaker 1 (Amit Sahai),"That's awesome.",
8,Speaker 1 (Amit Sahai),"I, as a user, don't have to let Firefox know that my favorite website is mylittlepony.com.",
9,Speaker 1 (Amit Sahai),"But they can know how many users go to mylittlepony.com every day.",
10,Speaker 1 (Amit Sahai),"That's near and dear to my heart.",
11,Speaker 1 (Amit Sahai),"Multi-party computations.",
12,Speaker 5 (grad student),"Obviously, zero-knowledge proofs are about proving things to another person without revealing the details of what it is that you're proving.",
13,Speaker 5 (grad student),"But, you know, in my mind, zero-knowledge actually goes even further beyond that.",
14,Speaker 5 (grad student),"It's like this overarching concept that you can see a lot in multi-party computation, where you wanna accomplish some sort of task without revealing anything more than exactly what you need to accomplish that task.",
15,Speaker 1 (Amit Sahai),"Right, and it allows you to prove that you've been behaving honestly, without revealing any of the secrets involved that you use to actually behave honestly.",
16,Speaker 1 (Amit Sahai),"So we of course know that zero-knowledge proofs for NP-complete languages plays such a huge role in cryptography.",
17,Speaker 1 (Amit Sahai),"I'm curious.",
18,Speaker 1 (Amit Sahai),"What was your first experience with Np-completeness like?",
19,Speaker 5 (grad student),"Yeah, so my first encounter with NP-completeness was in my very first algorithms class that I took as an undergraduate.",
20,Speaker 5 (grad student),"So that was my first introduction.",
21,Speaker 5 (grad student),"Is that an NP-complete language is this amazing problem that not only tells you about itself, but solving this problem can actually tell you about an entire class of really interesting problems.",
22,Speaker 1 (Amit Sahai),"When you first start to think about proofs as an interactive game where we're talking to each other, did that make zero-knowledge possible?",
23,Speaker 5 (grad student),"Absolutely.",
24,Speaker 1 (Amit Sahai),"Right.",
25,Speaker 5 (grad student),"Yeah.",
26,Speaker 1 (Amit Sahai),"And the idea that randomness could be useful for proving something.",
27,Speaker 1 (Amit Sahai),"Again, seems so counter-intuitive if we think about this platonic ideal of a proof, right?",
28,Speaker 1 (Amit Sahai),"There's no randomness, there's no non-determinism that's present there.",
29,Speaker 5 (grad student),"Yeah.",
30,Speaker 5 (grad student),"And it has to do with, you know, this whole idea of flipping a proof on its head.",
31,Speaker 5 (grad student),"You know, in an old classical proof, randomness is specifically against the goal of what you're trying to do.",
32,Speaker 1 (Amit Sahai),"Right.",
33,Speaker 5 (grad student),"Because you're trying to make everything obvious, and you're trying to reveal the flow of information.",
34,Speaker 1 (Amit Sahai),"Indeed.",
35,Speaker 5 (grad student),"But once you flip that on its head and you're no longer trying to do that, suddenly all of the bad properties of randomness become good.",
36,Speaker 1 (Amit Sahai),"Exactly.",
37,Speaker 1 (Amit Sahai),"Right.",
38,Speaker 1 (Amit Sahai),"Because random is unpredictable and that's what we want.",
39,Speaker 1 (Amit Sahai),"Right.",
40,Speaker 1 (Amit Sahai),"We want that unpredictability around us to be utilized, to actually hide the information that we wanna hide.",
41,Speaker 1 (Amit Sahai),"How have you used your knowledge in the projects that you've worked on?",
42,Speaker 1 (Amit Sahai),"What are the challenges that you find?",
43,Speaker 5 (grad student),"In my experience, usually the hardest part is figuring out exactly where the best place is to use it.",
44,Speaker 5 (grad student),"I've written some papers in the past that have used zero-knowledge in a more theoretical way.",
45,Speaker 5 (grad student),"But when it comes to applications, some of the most exciting applications that I've seen so far have been in the blockchain space.",
46,Speaker 1 (Amit Sahai),"So what are some of the efficiency bottlenecks that you find?",
47,Speaker 5 (grad student),"In terms of efficiency, one of the coolest things about zero-knowledge proofs is that there's so many kinds.",
48,Speaker 1 (Amit Sahai),"Right.",
49,Speaker 5 (grad student),"I like to call them flavors.",
50,Speaker 5 (grad student),"I think that in general, when you're using zero-knowledge proofs in application, the main bottleneck tends to lie on the prover.",
51,Speaker 1 (Amit Sahai),"Can you take the prover's job and split it up into lots of parallel computations?",
52,Speaker 5 (grad student),"Ooh.",
53,Speaker 5 (grad student),"That's such a fun question.",
54,Speaker 1 (Amit Sahai),"It's such a great question.",
55,Speaker 1 (Amit Sahai),"And yeah, I think we still don't know the answer to that, as a field.",
56,Speaker 5 (grad student),"One of the coolest things I've seen over the past, you know, three or four years, when I've been working on this kind of stuff, is the transition from theoretical to applied.",
57,Speaker 1 (Amit Sahai),"Right.",
58,Speaker 5 (grad student),"And seeing all of these amazing systems that people have thought of in the past 30 years, start to actually get efficient enough to be actually made.",
59,Speaker 1 (Amit Sahai),"No doubt.",
60,Speaker 1 (Amit Sahai),"And especially with cloud computing, exploiting the power of the cloud to enable zero-knowledge proofs, and to make use of zero-knowledge proofs, would be amazing.",
61,Speaker 5 (grad student),"Yeah.",
62,Speaker 5 (grad student),"Absolutely.",
63,Speaker 1 (Amit Sahai),"And also in the blockchain space, for example, if you wanna speed up the generation of proofs, if that could be done in a distributed way, then that would be great.",
64,Speaker 1 (Amit Sahai),"One of the hopes that I have is that the power of multi-party computation is about bringing people together who are mutually distrustful.",
65,Speaker 5 (grad student),"Yeah.",
66,Speaker 1 (Amit Sahai),"Right.",
67,Speaker 1 (Amit Sahai),"So can we take that power that's there in the cryptography, and use it to somehow help with the tremendous level of mistrust that exists in society right now, in helping to bring groups of people together?",
68,Speaker 5 (grad student),"I think that's one of the reasons that I was so drawn to multi-party computation in the first place.",
69,Speaker 5 (grad student),"In my mind, one of the most important problems in the world is the fact that so many people don't trust each other.",
70,Speaker 5 (grad student),"And to be able to actually use math to create technology that can allow people to work together without having to trust each other, is a really cool and awesome mission, I think.",
