Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Amit Sahai),"So have you ever heard the term zero-knowledge proof before?",
2,Speaker 3 (teen),"I have not.",
3,Speaker 3 (teen),"No.",
4,Speaker 1 (Amit Sahai),"You have not.",
5,Speaker 1 (Amit Sahai),"Right.",
6,Speaker 1 (Amit Sahai),"It's a way for a prover to convince a verifier that something is true without revealing anything about why it's true, which sounds totally bizarre.",
7,Speaker 1 (Amit Sahai),"Right?",
8,Speaker 3 (teen),"Yeah.",
9,Speaker 1 (Amit Sahai),"Like how can that possibly be?",
10,Speaker 1 (Amit Sahai),"What I wanna do is prove to you that I know this combination without revealing the combination to you.",
11,Speaker 1 (Amit Sahai),"And what you could do is you could write a little note, a secret that I definitely wouldn't know.",
12,Speaker 1 (Amit Sahai),"Fold it up, stick it in here.",
13,Speaker 1 (Amit Sahai),"And then, if I know the combination, I should be able to open it and tell you what you wrote.",
14,Speaker 1 (Amit Sahai),"All right.",
15,Speaker 1 (Amit Sahai),"All right.",
16,Speaker 1 (Amit Sahai),"There we go.",
17,Speaker 1 (Amit Sahai),"All right.",
18,Speaker 1 (Amit Sahai),"So, \"My dog is named Doug.\"",
19,Speaker 1 (Amit Sahai),"Did you figure out what the combination was?",
20,Speaker 3 (teen),"No.",
21,Speaker 1 (Amit Sahai),"So nowhere in this interaction, did you see any information that you didn't already know.",
22,Speaker 1 (Amit Sahai),"And yet I convinced you that I know the combination.",
23,Speaker 1 (Amit Sahai),"Right?",
24,Speaker 3 (teen),"Yeah.",
25,Speaker 3 (teen),"So what's the exact purpose of a zero-knowledge proof?",
26,Speaker 3 (teen),"Is it like proving something but without giving enough information that could endanger whatever it is that you're proving?",
27,Speaker 1 (Amit Sahai),"So you're asking like, why shouldn't I just share my secrets with somebody?",
28,Speaker 1 (Amit Sahai),"People don't trust each other.",
29,Speaker 1 (Amit Sahai),"And if I was able to prove that I've done something correctly to someone without having to reveal my secrets, then that person would trust me more.",
30,Speaker 3 (teen),"How does this relate to computer technology?",
31,Speaker 3 (teen),"Like, do you type it into a computer and somebody else receives it?",
32,Speaker 3 (teen),"Or is it an in-person interaction?",
33,Speaker 1 (Amit Sahai),"Suppose you wanted to exchange messages with someone that you knew.",
34,Speaker 1 (Amit Sahai),"Mm-hmm.",
35,Speaker 1 (Amit Sahai),"What would you guys do?",
36,Speaker 1 (Amit Sahai),"You'd probably first get together and like, figure out some secret code, right?",
37,Speaker 1 (Amit Sahai),"And then like, write messages to each other in that code.",
38,Speaker 1 (Amit Sahai),"But what if you've never met the person before?",
39,Speaker 1 (Amit Sahai),"What if you wanna exchange secret messages with me and we've never met each other before?",
40,Speaker 1 (Amit Sahai),"How could we possibly do that?",
41,Speaker 3 (teen),"I have no idea.",
42,Speaker 1 (Amit Sahai),"It sounds impossible.",
43,Speaker 1 (Amit Sahai),"Right?",
44,Speaker 3 (teen),"It does.",
45,Speaker 1 (Amit Sahai),"But it's not.",
46,Speaker 1 (Amit Sahai),"You wouldn't use like, a physical lock, or a physical box.",
47,Speaker 1 (Amit Sahai),"We would instead use mathematics to do these kinds of things.",
48,Speaker 1 (Amit Sahai),"You could take a message and encrypt it using mathematics.",
49,Speaker 1 (Amit Sahai),"And then, I could prove to you that I know the key, I could open it up, and send it back to you.",
50,Speaker 1 (Amit Sahai),"That way I would be proving to you that I know the mathematical key to the mathematical lockbox.",
51,Speaker 1 (Amit Sahai),"So based on what we've discussed today, in your own words, what is a zero-knowledge proof.",
52,Speaker 3 (teen),"It's like, if you have this really important secret that you want somebody to know about, but you don't want to tell them everything.",
53,Speaker 3 (teen),"You can use a zero-knowledge proof to prove to them that secret, but not give away all of it.",
