Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Amit Sahai),"What are you studying?",
2,Speaker 4 (college student),"I'm a first-year computer science student at USC Viterbi.",
3,Speaker 4 (college student),"I'm interested in all things like, data and internet and blockchain and cryptocurrency.",
4,Speaker 1 (Amit Sahai),"Have you ever heard of zero-knowledge proofs?",
5,Speaker 4 (college student),"Only in passing.",
6,Speaker 1 (Amit Sahai),"So actually, in the blockchain space is one of the spaces where we are seeing zero-knowledge proofs being implemented.",
7,Speaker 1 (Amit Sahai),"And I think it's just the beginning.",
8,Speaker 1 (Amit Sahai),"Let's talk about zero-knowledge proofs.",
9,Speaker 1 (Amit Sahai),"At its core, a zero-knowledge proof is an interaction between two people.",
10,Speaker 1 (Amit Sahai),"Then I should be able to convince you that some statement is true, but you won't have any idea why it's true.",
11,Speaker 4 (college student),"Will I, like, understand that it's true because like, you know, the operations performed in the proof are like, of a certain, like, you know, they have like, certain attributes that would make them true?",
12,Speaker 1 (Amit Sahai),"What you're basically asking is, wait, what?",
13,Speaker 1 (Amit Sahai),"Right?",
14,Speaker 4 (college student),"Right.",
15,Speaker 1 (Amit Sahai),"So this is what makes zero-knowledge proof so fascinating, and so counter-intuitive.",
16,Speaker 1 (Amit Sahai),"And I think the best way I can explain it to you is by means of an example.",
17,Speaker 1 (Amit Sahai),"But before we do that, I have to decide what I'm gonna prove to you in a, with a zero-knowledge proof.",
18,Speaker 4 (college student),"Sounds good.",
19,Speaker 1 (Amit Sahai),"And the way we're gonna approach this is through something called NP-completeness.",
20,Speaker 1 (Amit Sahai),"What an NP-complete problem is, it's a problem that's really hard to solve.",
21,Speaker 1 (Amit Sahai),"But if you can solve it, you can solve any problem that's in the class NP.",
22,Speaker 1 (Amit Sahai),"And that includes a vast number of problems.",
23,Speaker 1 (Amit Sahai),"And what we're gonna do is we're gonna use an NP-complete problem to actually prove an incredible variety of statements through a zero-knowledge proof.",
24,Speaker 1 (Amit Sahai),"And the specific Np-complete problem that we're gonna be looking at is called map three-coloring.",
25,Speaker 1 (Amit Sahai),"Okay, so here we have a map.",
26,Speaker 1 (Amit Sahai),"Okay.",
27,Speaker 1 (Amit Sahai),"And these are a bunch of countries.",
28,Speaker 1 (Amit Sahai),"And we've arranged them so that no countries that have the same color share a border.",
29,Speaker 1 (Amit Sahai),"That's what makes a map like this validly colored.",
30,Speaker 1 (Amit Sahai),"And now you might think, well, why should we care?",
31,Speaker 1 (Amit Sahai),"It turns out that whether or not a map can be three-colored in this way is an example of an NP-complete problem.",
32,Speaker 1 (Amit Sahai),"And it turns out that, you know, maybe what you really wanna do, is you wanna give a zero-knowledge proof that you have at least 0.3 Bitcoins, right?",
33,Speaker 1 (Amit Sahai),"That would be cool.",
34,Speaker 4 (college student),"Yeah.",
35,Speaker 1 (Amit Sahai),"Without revealing what the address is of your account.",
36,Speaker 1 (Amit Sahai),"It turns out I can take that statement that I have at least 0.2 Bitcoins, and convert it into a map of countries.",
37,Speaker 1 (Amit Sahai),"And that map of countries will be three-colorable like this only if you have at least 0.2 Bitcoins.",
38,Speaker 4 (college student),"How would we turn something like this into a zero-knowledge proof?",
39,Speaker 1 (Amit Sahai),"Of course, the first step is we have to erase all the colors.",
40,Speaker 1 (Amit Sahai),"What I've done is I've put a color inside each of these envelopes.",
41,Speaker 1 (Amit Sahai),"Now, how do you know that it's a valid coloring?",
42,Speaker 1 (Amit Sahai),"You don't.",
43,Speaker 1 (Amit Sahai),"Right?",
44,Speaker 1 (Amit Sahai),"You have to pick any two neighboring countries.",
45,Speaker 1 (Amit Sahai),"You can pick them however you like.",
46,Speaker 1 (Amit Sahai),"At random.",
47,Speaker 4 (college student),"Can I get these two?",
48,Speaker 1 (Amit Sahai),"These two?",
49,Speaker 4 (college student),"Yeah.",
50,Speaker 1 (Amit Sahai),"All right.",
51,Speaker 1 (Amit Sahai),"Sounds good.",
52,Speaker 1 (Amit Sahai),"Right?",
53,Speaker 1 (Amit Sahai),"Here we have green, right?",
54,Speaker 1 (Amit Sahai),"And over here, we have blue.",
55,Speaker 1 (Amit Sahai),"Okay.",
56,Speaker 1 (Amit Sahai),"And as you can see, they're two different colors.",
57,Speaker 4 (college student),"Mm-hmm.",
58,Speaker 1 (Amit Sahai),"Right?",
59,Speaker 1 (Amit Sahai),"So you have a little bit of confidence, right, that I have managed to color this correctly.",
60,Speaker 1 (Amit Sahai),"but not that much confidence.",
61,Speaker 1 (Amit Sahai),"'Cause I've only shown you two of the countries.",
62,Speaker 4 (college student),"Yeah.",
63,Speaker 1 (Amit Sahai),"Right?",
64,Speaker 1 (Amit Sahai),"So now, of course, one way to get more confidence is to open up more of them for you, but that would be revealing information to you.",
65,Speaker 1 (Amit Sahai),"I don't wanna do that.",
66,Speaker 1 (Amit Sahai),"So instead, I'm gonna ask you to please turn around.",
67,Speaker 1 (Amit Sahai),"And now, let's change up these colors.",
68,Speaker 1 (Amit Sahai),"Can you pick two countries at random and we'll reveal two of the colors again.",
69,Speaker 4 (college student),"I'll take this one and this one.",
70,Speaker 1 (Amit Sahai),"Nice.",
71,Speaker 1 (Amit Sahai),"And that's smart of you to check with the same one of the ones you already had.",
72,Speaker 1 (Amit Sahai),"Right?",
73,Speaker 4 (college student),"Mm-hmm.",
74,Speaker 1 (Amit Sahai),"But as you'll see, now it's not green, it's blue.",
75,Speaker 1 (Amit Sahai),"And this one on the other hand, is green.",
76,Speaker 1 (Amit Sahai),"Okay.",
77,Speaker 1 (Amit Sahai),"The colors I showed you last time, don't work with these new colors, right?",
78,Speaker 1 (Amit Sahai),"This wouldn't have worked before.",
79,Speaker 4 (college student),"Yeah, because of this one, right?",
80,Speaker 1 (Amit Sahai),"Exactly.",
81,Speaker 1 (Amit Sahai),"Right.",
82,Speaker 1 (Amit Sahai),"But it works for this coloring that I'm showing you right now.",
83,Speaker 1 (Amit Sahai),"So what we've done is we've made it impossible for you to put the pieces together.",
84,Speaker 1 (Amit Sahai),"And if you do this, let's say, a thousand times.",
85,Speaker 1 (Amit Sahai),"And if I correctly showed you different colors, each thousand times, you'd be really convinced.",
86,Speaker 1 (Amit Sahai),"And that's it.",
87,Speaker 1 (Amit Sahai),"That's the entire zero-knowledge proof.",
88,Speaker 4 (college student),"Oh, okay.",
89,Speaker 4 (college student),"Okay?",
90,Speaker 4 (college student),"So is it like, there's no actual, like, explicit, like, step one, step two, step three.",
91,Speaker 4 (college student),"No.",
92,Speaker 4 (college student),"It's just like, a probabilistic proof all.",
93,Speaker 1 (Amit Sahai),"Yeah, in actual implementations we wouldn't use envelopes.",
94,Speaker 1 (Amit Sahai),"Yeah.",
95,Speaker 1 (Amit Sahai),"You would use encryption.",
96,Speaker 1 (Amit Sahai),"Right.",
97,Speaker 1 (Amit Sahai),"But it's really, this is the protocol.",
98,Speaker 4 (college student),"So what are the broader implications of like, zero-knowledge proofs.",
99,Speaker 4 (college student),"Are they supposed to be like, more practical for like, implementation, and or, are they supposed to like, structurally prove something?",
100,Speaker 1 (Amit Sahai),"It's not about making something more efficient.",
101,Speaker 1 (Amit Sahai),"It's about doing things that we just didn't know how to do before.",
102,Speaker 1 (Amit Sahai),"I can actually prove to you without revealing to you any of my secrets that I use to behave honestly.",
103,Speaker 1 (Amit Sahai),"Right?",
104,Speaker 1 (Amit Sahai),"I could prove to you that I signed some encrypted document correctly.",
105,Speaker 1 (Amit Sahai),"Right?",
106,Speaker 1 (Amit Sahai),"Without revealing to you what that secret document was.",
107,Speaker 1 (Amit Sahai),"That ability to change the game.",
108,Speaker 1 (Amit Sahai),"Like, really just change what we can do is what zero-knowledge brings to the table.",
109,Speaker 4 (college student),"Where do you think we could build like, more trust using like, zero-knowledge proofs?",
110,Speaker 4 (college student),"Right.",
111,Speaker 4 (college student),"And it's implementations?",
112,Speaker 1 (Amit Sahai),"One great example is like in elections.",
113,Speaker 1 (Amit Sahai),"If you could prove that an election was correctly conducted.",
114,Speaker 1 (Amit Sahai),"That every vote was counted, and it all added up to one person winning with a particular total, in zero-knowledge, then you don't have to give up the actual votes of any person.",
115,Speaker 1 (Amit Sahai),"And yet everyone could see that, hey, yeah, it was done correctly.",
