Sequence,Speaker,Utterance,Notes
1,"Speaker 3 (Greg - graduate student)","so i'm a first year master's student and i'm studying machine learning so it's in the computer science department but it mixes computer science with math and probability and statistics",""
2,"Speaker 1 (Talia Gershon)","so have you come upon sort of any limits to machine learning",""
3,"Speaker 3 (Greg - graduate student)","certainly depending on the complexity of your model uh then computational speed is one thing",""
4,"Speaker 1 (Talia Gershon)","i have colleagues here that tell me it can take up to weeks to train certain neural networks right",""
5,"Speaker 3 (Greg - graduate student)","sure yeah",""
6,"Speaker 1 (Talia Gershon)","and actually machine learning is one research direction where we're really hoping that we're going to find um key parts of the machine learning computation that can be sped up using quantum computing",""
7,"Speaker 3 (Greg - graduate student)","yeah it's exciting",""
8,"Speaker 3 (Greg - graduate student)","so in a classical computer you know you have all sorts of logical gates that perform operations and they change an input to some sort of output",""
9,"Speaker 3 (Greg - graduate student)","but i guess it's not immediately obvious how you do that with quantum computers",""
10,"Speaker 1 (Talia Gershon)","if you think about even just classical information like bits right at the end of the day when you store a bit in your hard drive there's a magnetic domain and you have a magnetic polarization right",""
11,"Speaker 3 (Greg - graduate student)","sure",""
12,"Speaker 1 (Talia Gershon)","you can change the magnetization to be pointing up or pointing down right",""
13,"Speaker 1 (Talia Gershon)","quantum systems we're still manipulating a device and changing the quantum state of that of that device",""
14,"Speaker 1 (Talia Gershon)","you can imagine if it's a spin that you could have spin up and spin down but you can also if you isolate it enough you can have a superposition of up and down",""
15,"Speaker 3 (Greg - graduate student)","sure",""
16,"Speaker 1 (Talia Gershon)","so what we do when we try to solve problems with a quantum computer is we encode parts of the problem we're trying to solve into a complex quantum state",""
17,"Speaker 1 (Talia Gershon)","and then we manipulate that state to drive it towards what will eventually represent the solution",""
18,"Speaker 3 (Greg - graduate student)","so how do we actually uh encode it to start with",""
19,"Speaker 1 (Talia Gershon)","yeah that's a really good question",""
20,"Speaker 1 (Talia Gershon)","this actually is a model of the inside of one of our quantum computers",""
21,"Speaker 3 (Greg - graduate student)","okay",""
22,"Speaker 1 (Talia Gershon)","so you need a chip with qubits each qubit is a carrier of quantum information and the way we control the state of that qubit is using microwave pulses",""
23,"Speaker 1 (Talia Gershon)","you send them all the way down these cables and we've calibrated these microwave pulses so that we know exactly this kind of pulse what this frequency and this duration will put the qubit into superposition",""
24,"Speaker 1 (Talia Gershon)","or we'll flip the state of the qubit from zero to one",""
25,"Speaker 1 (Talia Gershon)","or if we apply a microwave pulse between two qubits we can entangle them",""
26,"Speaker 3 (Greg - graduate student)","how do we measure",""
27,"Speaker 1 (Talia Gershon)","yes exactly also through microwave signals",""
28,"Speaker 3 (Greg - graduate student)","okay",""
29,"Speaker 1 (Talia Gershon)","the key is to come up with algorithms where the result is deterministic",""
30,"Speaker 3 (Greg - graduate student)","interesting so what do those algorithms look like",""
31,"Speaker 1 (Talia Gershon)","there's sort of two main classes of quantum algorithms there's algorithms which were developed for decades right",""
32,"Speaker 1 (Talia Gershon)","things like shor's algorithm which is for factoring grover's algorithm for unstructured search and these algorithms were designed assuming that you had a perfect fault tolerant quantum computer which is many decades away",""
33,"Speaker 1 (Talia Gershon)","so we're currently in a phase where we're exploring what can we do with these near-term quantum computers",""
34,"Speaker 1 (Talia Gershon)","and the answer is going to be well we need different kinds of algorithms to really even explore that question",""
35,"Speaker 3 (Greg - graduate student)","yeah certainly having a search algorithm is very useful um factoring those are definitely useful things that i would imagine could be done a lot faster on a quantum computer",""
36,"Speaker 1 (Talia Gershon)","yeah they also unfortunately require fault tolerance right now",""
37,"Speaker 1 (Talia Gershon)","the algorithms that we know of today to do those things um on a quantum computer require you to have millions of error-corrected qubits today we're at like 50.",""
38,"Speaker 1 (Talia Gershon)","it's actually amazing that we're at 50.",""
39,"Speaker 1 (Talia Gershon)","there's things that we know or we have strong reason to believe um are going to be faster to do on a quantum computer and then there's things that we'll discover just by virtue of having one",""
40,"Speaker 3 (Greg - graduate student)","sure how could someone like me who's a grad student get involved in this or what kinds of challenges are you facing that someone like me could help out with",""
41,"Speaker 1 (Talia Gershon)","i'm glad you're interested",""
42,"Speaker 1 (Talia Gershon)","i think the place where lots of people can get involved right now is by going and trying it out and thinking about what they could do with it",""
43,"Speaker 1 (Talia Gershon)","there's a lot of opportunity to find these near-term applications that are only going to be found by trying things out",""
