Sequence,Speaker,Utterance,Notes
1,"Speaker 1 (Dr. Bobby Kasthuri)","So I think today we're going to talk about a connectome.",""
2,"Speaker 1 (Dr. Bobby Kasthuri)","Do you have you ever heard of that?",""
3,"Speaker 4 (Elena Dowling)","A connectome?",""
4,"Speaker 1 (Dr. Bobby Kasthuri)","Yeah.",""
5,"Speaker 4 (Elena Dowling)","No I I don't think so.",""
6,"Speaker 1 (Dr. Bobby Kasthuri)","Awesome.",""
7,"Speaker 1 (Dr. Bobby Kasthuri)","Good.",""
8,"Speaker 1 (Dr. Bobby Kasthuri)","It's a map of all the connections between every neuron in your brain.",""
9,"Speaker 1 (Dr. Bobby Kasthuri)","Uh um literally in a human brain something like the map of the one quadrillion connections that 100 billion neurons make with each other.",""
10,"Speaker 4 (Elena Dowling)","Is this like a a a map where that's like an actual visual representation like using microscopy or just data?",""
11,"Speaker 4 (Elena Dowling)","Wow wow.",""
12,"Speaker 4 (Elena Dowling)","I'm understanding more so that it's these these the a mapping of the neuro the the circuitry the pathways between neurons that can lead to evidence of patterns in your brain that are common between different people.",""
13,"Speaker 1 (Dr. Bobby Kasthuri)","We have to use electron microscopes and then we've been developing ways to slice the brain into really thin slices.",""
14,"Speaker 1 (Dr. Bobby Kasthuri)","Use an electron microscope to take a picture of each slice and then use computers to put it all back.",""
15,"Speaker 1 (Dr. Bobby Kasthuri)","Imagine that we could get the map of every connection right and we knew how neurons fired.",""
16,"Speaker 1 (Dr. Bobby Kasthuri)","Do you think we could put that in a computer that map and then therefore that computer should be able to think just like like the brain that we extracted it from?",""
17,"Speaker 4 (Elena Dowling)","Well the computer only communicates with itself in binary so it only has two options.",""
18,"Speaker 4 (Elena Dowling)","It can only ask itself yes or no questions but a human brain has an infinity of directions that it can go.",""
19,"Speaker 1 (Dr. Bobby Kasthuri)","Neurons are also um uh digital uh meaning a neuron either fires or it doesn't fire so that's either one or a zero.",""
20,"Speaker 1 (Dr. Bobby Kasthuri)","And it's the combination of those ones or zeros that actually produce the 10,000 different answers that you said.",""
