Sequence,Speaker,Utterance,Notes
100,"Speaker 1 (Emily Riehl)","What do you know about infinity?",""
101,"Speaker 4 (College Student)","A property of something being endless.",""
102,"Speaker 1 (Emily Riehl)","Great.",""
103,"Speaker 1 (Emily Riehl)","So today we're gonna focus on infinity as a cardinality, and what cardinality means is it's a size of a set.",""
104,"Speaker 1 (Emily Riehl)","What are you studying?",""
105,"Speaker 4 (College Student)","I'm studying computer science",""
106,"Speaker 1 (Emily Riehl)","Studying computer science.",""
107,"Speaker 1 (Emily Riehl)","Are you taking any math courses right now?",""
108,"Speaker 4 (College Student)","Yeah, right now I'm taking calculus two.",""
109,"Speaker 1 (Emily Riehl)","Calculus involves the study of functions.",""
110,"Speaker 1 (Emily Riehl)","Functions are one of the most fundamental concepts in mathematics, but they aren't always so clearly defined.",""
111,"Speaker 1 (Emily Riehl)","What would you say a function is?",""
112,"Speaker 4 (College Student)","I would say a function is a procedure that takes an input and does some operation and returns an output.",""
113,"Speaker 1 (Emily Riehl)","That's the computer science brain thinking right there.",""
114,"Speaker 1 (Emily Riehl)","So we wanna think of a function as procedure or mapping between sets.",""
115,"Speaker 1 (Emily Riehl)","So a function defines a one-to-one correspondence if it defines a perfect matching between the elements of its domain set and the elements of its output set.",""
116,"Speaker 1 (Emily Riehl)","We call such functions bijections or isomorphisms.",""
117,"Speaker 1 (Emily Riehl)","So the reason I'm so interested in this idea of a bijective function or a one-to-one correspondence that guarantees that every element of one set gets matched with an element of the other set, no matter how many elements there are, these bijections or these one-to-one correspondences as they help mathematicians reason about infinity.",""
118,"Speaker 4 (College Student)","How can you compare something that is endless?",""
119,"Speaker 1 (Emily Riehl)","Today we're gonna think about infinity as a cardinality, which is a technical term for a number that could be a size of a set.",""
120,"Speaker 1 (Emily Riehl)","And we're gonna use this idea of one-to-one correspondence to try and investigate the question of whether all infinite sets have the same size.",""
121,"Speaker 1 (Emily Riehl)","So what I've drawn here are some pictures of some of the infinite sets that appear in mathematics.",""
122,"Speaker 1 (Emily Riehl)","So the natural numbers are the prototypical example of an infinite set.",""
123,"Speaker 1 (Emily Riehl)","So the natural numbers are clearly a subset of the integers.",""
124,"Speaker 1 (Emily Riehl)","Both of these are infinite sets.",""
125,"Speaker 1 (Emily Riehl)","Are they the same size infinity or different size infinities?",""
126,"Speaker 4 (College Student)","Yes, the integers would, there'd be more integers than natural numbers.",""
