Sequence,Speaker,Utterance,Notes
1,"Speaker 1 (Jim Kurose)","So tell me a little bit about yourself?",""
2,"Speaker 4 (College Student)","I am a senior at New York University. I study computer science.",""
3,"Speaker 1 (Jim Kurose)","Have you taken any courses on the internet or studied it at all?",""
4,"Speaker 4 (College Student)","I've taken Applied Internet Technology, So we've talked about backend/frontend frameworks and libraries, things like that.",""
5,"Speaker 1 (Jim Kurose)","Okay, so really at the application level?",""
6,"Speaker 4 (College Student)","At the application level, for sure.",""
7,"Speaker 1 (Jim Kurose)","I wanted to ask you a little bit about what you know about the history of the internet.",""
8,"Speaker 1 (Jim Kurose)","Have you heard of ARPANET, for example?",""
9,"Speaker 4 (College Student)","I have not heard of ARPANET.",""
10,"Speaker 1 (Jim Kurose)","Okay, back into the 1960s, there was a research agency in the United States called DARPA, the Defense Advanced Research Projects Agency.",""
11,"Speaker 1 (Jim Kurose)","Actually, it was called ARPA at the time.",""
12,"Speaker 1 (Jim Kurose)","They wanted to build this notion of a packet-switching network.",""
13,"Speaker 1 (Jim Kurose)","Not a circuit switch network like a phone network where you get a dedicated path and a dedicated set of bandwidth and links from source to destination.",""
14,"Speaker 4 (College Student)","So what would packet switching enable? ",""
15,"Speaker 4 (College Student)","I'm sure there's something big here, for sure.",""
16,"Speaker 1 (Jim Kurose)","There's a lot big, right?",""
17,"Speaker 1 (Jim Kurose)","And so remember, this was a Department of Defense, was they wanted to have forms of of communication that were very robust, that were survivable.",""
18,"Speaker 1 (Jim Kurose)","Packets could all find their own ways, be routed differently through the network.",""
19,"Speaker 1 (Jim Kurose)","So if parts of the network failed, you could route around failures.",""
20,"Speaker 4 (College Student)","Sounds like the reason for like a request response type of structure.",""
21,"Speaker 1 (Jim Kurose)","So you can sort of see how the network architecture that wasn't designed to be 100% reliable inside the core of the network, and had that complexity built into the edges of the network.",""
22,"Speaker 1 (Jim Kurose)","And to me, the really cool thing is you put this infrastructure in place, and then all these super creative people think about amazing things to build on top of it.",""
23,"Speaker 1 (Jim Kurose)","And you see this proliferation of amazing applications.",""
24,"Speaker 4 (College Student)","Abstraction, I think it's the reason why everything.",""
25,"Speaker 1 (Jim Kurose)","Ah ha! Spoken like a real computer scientist, right?",""
26,"Speaker 1 (Jim Kurose)","You're a computer scientist. I'm a computer scientist.",""
27,"Speaker 1 (Jim Kurose)","We talk about APIs, application programming interfaces.",""
28,"Speaker 1 (Jim Kurose)","The API for the internet is something called a socket.",""
29,"Speaker 1 (Jim Kurose)","And a socket simply says, I can communicate if I know your internet address, you know, 128.119.40.186, that number is the IP address of my server, the University of Massachusetts.",""
30,"Speaker 1 (Jim Kurose)","If you know that, you can write a program anywhere in the world and send a message, and it'll pop out at my end.",""
31,"Speaker 4 (College Student)","I will be remembering that.",""
32,"Speaker 4 (College Student)","I've heard that there are like seven keys to the internet, something like that.",""
33,"Speaker 1 (Jim Kurose)","Okay, well I don't know about the number seven, but there's something in the internet that's sort of similar to that.",""
34,"Speaker 1 (Jim Kurose)","It's called the Domain Name System.",""
35,"Speaker 1 (Jim Kurose)","The DNS's role is to translate names like [gaia.cs.umass.edu], or [ibm.com], or [facebook.com] to an IP address so that your application can actually send a message to that name, to that named service.",""
36,"Speaker 4 (College Student)","This whatever quantity of people is able to have some form of control?",""
37,"Speaker 1 (Jim Kurose)","So that's a great question.",""
38,"Speaker 1 (Jim Kurose)","Who do you think controls the internet?",""
39,"Speaker 4 (College Student)","I'm pretty sure the internet is fairly decentralized.",""
40,"Speaker 1 (Jim Kurose)","Okay. What does that mean?",""
41,"Speaker 4 (College Student)","No one authority holds control over any sort of decisions or destinations.",""
42,"Speaker 1 (Jim Kurose)","That's 98% true.",""
43,"Speaker 1 (Jim Kurose)","And if you own a network, like you're [att.com], or your [verizon.com], you can do, within that network, you can do what you want, right?",""
44,"Speaker 1 (Jim Kurose)","So in that sense, the internet is very decentralized, that the control of the network is up to whoever owns the network.",""
45,"Speaker 1 (Jim Kurose)","The 2% where you said there's nobody in control, there's a little bit of centralized control.",""
46,"Speaker 1 (Jim Kurose)","There's an organization called the Internet Corporation for Assigned Names and Numbers.",""
47,"Speaker 1 (Jim Kurose)","Its responsibility is to handle, as the name ICANN suggests, names and numbers.",""
48,"Speaker 1 (Jim Kurose)","It's that little bit of centralization, central authority that you need.",""
49,"Speaker 4 (College Student)","When can we see the next tenfold increase in Wi-Fi speed?",""
50,"Speaker 1 (Jim Kurose)","In terms of tenfold speeds of increases, depending on what device you're using right now, it's available, all you need to do is upgrade.",""
51,"Speaker 1 (Jim Kurose)","So the Wi-Fi protocol's called 802.11.",""
52,"Speaker 1 (Jim Kurose)","And this is sometimes a source of confusion for people.",""
