Sequence,Speaker,Utterance,Notes
1,"Speaker 5 (grad student)","I'm Clare.",""
2,"Speaker 1 (Janna Levin)","And you're in graduate school and you're getting your PhD.",""
3,"Speaker 1 (Janna Levin)","What year are you?",""
4,"Speaker 5 (grad student)","I'm a second year.",""
5,"Speaker 5 (grad student)","So I'm measuring star formation histories in the Small and Large Magellanic Clouds.",""
6,"Speaker 1 (Janna Levin)","Does the Large Magellanic Cloud have a big black hole?",""
7,"Speaker 5 (grad student)","So, I think the prevailing wisdom for a while was no, but my answer honestly is I'm not sure.",""
8,"Speaker 1 (Janna Levin)","Yeah, and probably nobody is.",""
9,"Speaker 1 (Janna Levin)","Have you heard a lot in your studies about these super massive black holes that we think lurk in the centers of very nearly every galaxy?",""
10,"Speaker 5 (grad student)","So I don't study AGN a lot, but I do have a long term interest in black holes, it's one of the reasons I entered the field.",""
11,"Speaker 5 (grad student)","I always was curious about how a black hole of that size was able to form.",""
12,"Speaker 5 (grad student)","Was it the result of mergers between smaller black holes, ultimately creating gravitational well deep enough to contract a protogenic disc for a whole galaxy?",""
13,"Speaker 5 (grad student)","Or, man, what happened?",""
14,"Speaker 1 (Janna Levin)","Yeah, I think it's a really good question.",""
15,"Speaker 1 (Janna Levin)","The only mechanism that we know for sure can form black holes is to collapse of very massive stars.",""
16,"Speaker 1 (Janna Levin)","So it's sensible to think, well maybe some very massive stars in a young universe collapsed under their own weight and then they merged and after some time they got big enough, but the black holes from stars can be tens of times the mass of the sun, maybe hundreds of times to the mass of the sun if they merge.",""
17,"Speaker 1 (Janna Levin)","To get to millions and billions, and if you just do the simple arithmetic of how many years that would take, there aren't enough years in the 14 billion years of the universe's lifetime.",""
18,"Speaker 1 (Janna Levin)","So they must have come from somewhere else.",""
19,"Speaker 5 (grad student)","I am at a loss to think of what could have possibly happened in between the start of the universe and the formation of our galaxy that could create such a massive object.",""
20,"Speaker 1 (Janna Levin)","Yeah, I think that's right.",""
21,"Speaker 1 (Janna Levin)","I think people are really perplexed about how you make something so big in such a short period of time.",""
22,"Speaker 1 (Janna Levin)","It's kind of funny, the bigger you make a black hole, it seems maybe counterintuitive, but the less dense the material has to be out of which you make it.",""
23,"Speaker 1 (Janna Levin)","So you can, out of something the density almost of air, you can make a supermassive black hole.",""
24,"Speaker 1 (Janna Levin)","You can't make a star out of that, but weirdly, if you skip the star phase altogether, it's conceivable that they directly collapse.",""
25,"Speaker 1 (Janna Levin)","And so there's suddenly a new way to make black holes that nature has figured out.",""
26,"Speaker 5 (grad student)","We spend all of our time, when we learn about black holes in school, predominantly through star collapse.",""
27,"Speaker 5 (grad student)","Yeah.",""
28,"Speaker 5 (grad student)","I didn't even realize that there was an alternate route to creating a black hole.",""
29,"Speaker 1 (Janna Levin)","There might be many alternate routes.",""
30,"Speaker 1 (Janna Levin)","It might be in the very early universe that bubbles in unusual phase transitions from very high energy universe to a low energy universe can make black holes.",""
31,"Speaker 1 (Janna Levin)","Like, we haven't really thought of the range of possibilities.",""
32,"Speaker 1 (Janna Levin)","And so there could also be primordial black holes that are still around that also skipped the star stage altogether that were formed really in the very earliest phases.",""
33,"Speaker 1 (Janna Levin)","And I think the interesting thing is, with your looking at like the Large Magellanic Cloud, is to wonder if we're gonna merge.",""
34,"Speaker 5 (grad student)","Absolutely.",""
35,"Speaker 5 (grad student)","We thought the canonical picture of the Clouds was essentially that they had formed with the Milky Way, maybe in its halo, and had been in a stable orbit for about a Hubble time, or about 14 billion years.",""
36,"Speaker 5 (grad student)","Young guns in the field have thrown a wrench in that theory that they've always been orbiting and that perhaps they're on their first orbit, they're on an unstable orbit.",""
37,"Speaker 5 (grad student)","Will they join us?",""
38,"Speaker 1 (Janna Levin)","Can you tell us about Andromeda?",""
39,"Speaker 5 (grad student)","Andromeda is part of the big three in the local group.",""
40,"Speaker 1 (Janna Levin)","The local group being a group of galaxies that are not expanding with the expansion of the universe away from each other, they're trapped.",""
41,"Speaker 5 (grad student)","Gravitationally, all friends.",""
42,"Speaker 1 (Janna Levin)","Yes, they're all friends.",""
43,"Speaker 5 (grad student)","And Andromeda is one of the few galaxies that is traveling towards us and do for a merger event at some point.",""
44,"Speaker 5 (grad student)","So given a sufficiently low velocity, we would just have two big galaxies that, for the most part, pass through each other, pass by each other.",""
45,"Speaker 5 (grad student)","But given a sufficiently high velocity, we will have some crazy black hole interactions and some crazy star interactions.",""
46,"Speaker 1 (Janna Levin)","But when we do merge with Andromeda, presumably our black holes will merge and Andromeda indeed has a very big black hole as well at its center.",""
47,"Speaker 1 (Janna Levin)","And then we'll have this just gigantic-",""
48,"Speaker 5 (grad student)","Supermassive black hole.",""
49,"Speaker 1 (Janna Levin)","Yeah, and it's very possible that as you said, the collision won't be so severe that it'll be very disruptive.",""
50,"Speaker 1 (Janna Levin)","So our entire solar system could stay intact and here we would go with the sun and all the other planets in orbit around a new black hole.",""
51,"Speaker 5 (grad student)","They're kind of misunderstood giants in a way.",""
52,"Speaker 5 (grad student)","So I was curious, have you heard anything new or interesting in the field of black holes that will shape future discussions?",""
53,"Speaker 1 (Janna Levin)","We work a lot right now on thinking of black holes as batteries.",""
54,"Speaker 1 (Janna Levin)","So a black hole that can take, like a giant magnet, astronomical magnet in the form of another collapsed star, like a neutron star, and flip it around so fast, near the speed of light, that it actually creates an electronic circuit out of this moving magnet.",""
55,"Speaker 1 (Janna Levin)","And so that the power that can come out of these electronic circuits created by these batteries can be tremendous.",""
56,"Speaker 5 (grad student)","You know, I know that at a certain point for our civilization to become sufficiently advanced, to travel the cosmos beyond, you know, the moon or Mars, we may have to be able to harness the power of our sun.",""
57,"Speaker 5 (grad student)","Would it be similarly possible to harness the power of a black hole like you were mentioning, to travel?",""
58,"Speaker 1 (Janna Levin)","It's a great question.",""
59,"Speaker 1 (Janna Levin)","I once did a calculation of using a black hole made out of the moon and the strongest magnet we could find on Earth to see if I could make an electronic battery.",""
60,"Speaker 1 (Janna Levin)","And honestly, you only get about enough energy to power New York City.",""
61,"Speaker 1 (Janna Levin)","But we have to find one in our neighborhood first.",""
62,"Speaker 5 (grad student)","Yeah, wouldn't be my favorite thing.",""
63,"Speaker 1 (Janna Levin)","So Claire, we've had this pretty fascinating conversation about supermassive black holes in particular.",""
64,"Speaker 1 (Janna Levin)","And after our discussion, what is it that has changed for you in your perspective or what is it that excites you?",""
65,"Speaker 5 (grad student)","Oh, I think our discussion kind of exposed a piece of black holes that I don't think of often, which is that they're not just life takers, they're life givers.",""
66,"Speaker 5 (grad student)","And they inform a lot about, not just how a galaxy is destroyed or made, but how it's shaped and how it eventually, you know, builds life like ours.",""
67,"Speaker 5 (grad student)","So maybe I have to give black holes a little bit more props.",""
