Sequence,Speaker,Utterance,Notes
1,"Speaker 1 (Janna Levin)",Have you heard about black holes?,
2,"Speaker 3 (teen)","Yes, I know it has a lot of mass, but it's very small.",
3,"Speaker 3 (teen)","I know that there are several theories about the universe due to black holes, like, around the universe and how it's made.",
4,"Speaker 1 (Janna Levin)","So a lot of times stars are born together in two star systems and when they die, if they're heavy enough, they will collapse under their own weight and form a black hole.",
5,"Speaker 1 (Janna Levin)","So here you have a black hole and a big fluffy star.",
6,"Speaker 1 (Janna Levin)","And what will happen is it'll start to tear apart its neighboring star.",
7,"Speaker 1 (Janna Levin)","Literally parts of the star will begin to spill onto the black hole and splatter on the black hole.",
8,"Speaker 1 (Janna Levin)","But let's say both those stars formed black holes.",
9,"Speaker 1 (Janna Levin)","And what these black holes do is they are like mallets on a drum.",
10,"Speaker 1 (Janna Levin)","They create literally waves in the shape of spacetime as they're moving.",
11,"Speaker 1 (Janna Levin)","So imagine mallets on a drum, how the drum ripples.",
12,"Speaker 1 (Janna Levin)","Depending on how the mallets are moving you hear different sounds.",
13,"Speaker 1 (Janna Levin)","So effectively these black holes, as they get very close together in the final stages of their life together, they're orbiting each other at hundreds of times a second.",
14,"Speaker 1 (Janna Levin)","It's this really crazy event, but it's happening in complete darkness.",
15,"Speaker 1 (Janna Levin)","Eventually they bobble together and they merge and then they wring out, the spacetime's going crazy around them, it's this storm in spacetime, and they settle down to a quiet black hole.",
16,"Speaker 1 (Janna Levin)","Then those waves that they created travel through the universe, basically undisturbed.",
17,"Speaker 1 (Janna Levin)","For a long time people thought, well, even if black holes are out there, they're impossible to observe.",
18,"Speaker 1 (Janna Levin)","And then they got very clever.",
19,"Speaker 1 (Janna Levin)","You might wonder how we could possibly hear black holes, that sounds crazy.",
20,"Speaker 1 (Janna Levin)","So I'm gonna show you, but I'm gonna need your help.",
21,"Speaker 1 (Janna Levin)","This demo involves an electric guitar.",
22,"Speaker 1 (Janna Levin)","Do you play at all?",
23,"Speaker 3 (teen)","A little bit?",
24,"Speaker 1 (Janna Levin)","Okay, you wanna do the demo for me?",
25,"Speaker 1 (Janna Levin)","So the LIGO instrument electronically records the ringing of the shape of space with its very complicated instrument.",
26,"Speaker 1 (Janna Levin)","It stands for Laser Interferometric Gravitational-Waves Observatory and the design was incredibly difficult and they didn't know if they would succeed.",
27,"Speaker 1 (Janna Levin)","I think of the instrument as like the body of the electric guitar.",
28,"Speaker 1 (Janna Levin)","And then they take the readout of the motions of the waves that they're recording, just like that guitar is recording the motions of the waves on the string.",
29,"Speaker 1 (Janna Levin)","Now just play it like a little bit.",
30,"Speaker 1 (Janna Levin)","And you can't hear anything, right?",
31,"Speaker 1 (Janna Levin)","You're not meant to hear an electric guitar when it's not plugged in.",
32,"Speaker 1 (Janna Levin)","What's happening is the guitar strings are ringing, but so quietly that we can't actually hear the sound.",
33,"Speaker 1 (Janna Levin)","And this is like the gravitational waves, which are ringing the drum of spacetime, but so quietly that they're not move the air and we're not hearing them.",
34,"Speaker 1 (Janna Levin)","So now play and I'm gonna turn the volume up a little bit.",
35,"Speaker 1 (Janna Levin)","While I can't actually hear the ringing of the strings themselves, I can hear the data of the shape of the string recorded and played through this amplifier.",
36,"Speaker 1 (Janna Levin)","And that's kind of the idea behind the LIGO instrument.",
37,"Speaker 3 (teen)","How do you know that it's like the black hole that's making this sound and nothing else?",
38,"Speaker 1 (Janna Levin)","It's a great question.",
39,"Speaker 1 (Janna Levin)","If I didn't see you playing the guitar, I would recognize the sound of a guitar.",
40,"Speaker 3 (teen)",Mhm,
41,"Speaker 1 (Janna Levin)","And even if I had never heard of a guitar before I could figure out the frequencies that the string was playing, I could tell how strongly it had been plucked, and I could tell the length of it and where it was pinned down from the harmonics of the string.",
42,"Speaker 1 (Janna Levin)","And I can tell the different lengths of the strings from the notes that they play.",
43,"Speaker 1 (Janna Levin)","So I can actually reconstruct the instrument that's playing it.",
44,"Speaker 1 (Janna Levin)","And it's very similar to LIGO, we can listen to the notes, the amplitude, the harmonics, and we can deduce the size and shape of the objects doing that.",
45,"Speaker 1 (Janna Levin)","And they're very massive and they're very small and they have all the markings of a black hole.",
46,"Speaker 3 (teen)","Is there anything that like, gets affected on Earth because of those waves?",
47,"Speaker 1 (Janna Levin)","It's a really good question.",
48,"Speaker 1 (Janna Levin)","Only this instrument, and that's why it was so hard to build.",
49,"Speaker 1 (Janna Levin)","And by the time it gets here, it's so weak that it's only squeezing and stretching space at like the fraction of a nucleus over very large distances.",
50,"Speaker 1 (Janna Levin)","Has your understanding of black holes changed over the course of our conversation?",
51,"Speaker 3 (teen)","I knew there were waves for like everything, but I never thought specifically, oh yeah, black holes have, like, waves.",
52,"Speaker 3 (teen)","I know more and less.",
53,"Speaker 1 (Janna Levin)","I know what you mean.",
