Sequence,Speaker,Utterance,Notes
1,"Speaker 4 (college student)","I'm Jayda, It's nice to meet you.",
2,"Speaker 1 (Janna Levin)","Nice to meet you, and where are you studying?",
3,"Speaker 4 (college student)","I'm a senior at NYU.",
4,"Speaker 4 (college student)","I'm studying physics and environmental studies.",
5,"Speaker 1 (Janna Levin)","What is your impression of what a black hole is?",
6,"Speaker 4 (college student)","So it's a star that has collapsed.",
7,"Speaker 4 (college student)","It has so much concentrated mass and gravity that there's a point outside of the black hole called the event horizon.",
8,"Speaker 4 (college student)","So once you get past the event horizon, nothing, not even light can escape from that.",
9,"Speaker 1 (Janna Levin)","So that's a great definition and I wanna pick that apart a little bit.",
10,"Speaker 1 (Janna Levin)","So what you described is just right.",
11,"Speaker 1 (Janna Levin)","Stars, when they run out of thermonuclear fuel are gonna collapse under their own weight.",
12,"Speaker 1 (Janna Levin)","It'll explode in a supernova, it'll leave a core, and if the core itself is heavy enough, it will keep collapsing.",
13,"Speaker 1 (Janna Levin)","It does, as you say, reach this point where not even light can escape.",
14,"Speaker 1 (Janna Levin)","But the amazing thing is it leaves that point, you called it rightly the event horizon, it leaves it behind kind of like an archeological record because the star itself can no more sit at the event horizon than it can race outward at the speed of light.",
15,"Speaker 1 (Janna Levin)","So the core of the star keeps collapsing and where it goes nobody knows.",
16,"Speaker 1 (Janna Levin)","So in a weird way, the black hole isn't anymore a crush of matter.",
17,"Speaker 1 (Janna Levin)","It left it behind in its wake, but the stuff of the star is gone.",
18,"Speaker 4 (college student)","I've heard of Schwarzschild black holes, which is a black hole that is static, a Kerr black hole or a Kerr-Newman black hole, which is a black hole that rotates, but what makes a black hole static versus rotating?",
19,"Speaker 4 (college student)","And what's more common?",
20,"Speaker 1 (Janna Levin)","It turns out that there are only three quantities that define a black hole, its electric charge, its mass, and its spin.",
21,"Speaker 1 (Janna Levin)","So the most general black hole can also spin and it can also be electrically charged.",
22,"Speaker 1 (Janna Levin)","Whether or not they are has to do with how they formed.",
23,"Speaker 1 (Janna Levin)","If a star collapses, it will likely be spinning when it collapses and the remnant black hole that forms will likely be spinning.",
24,"Speaker 1 (Janna Levin)","A black hole of a certain mass, charge, and spin is indistinguishable from any other black hole with those same properties.",
25,"Speaker 1 (Janna Levin)","So in some sense, they're like fundamental particles, which makes them absolutely exceptional from any other astrophysical object.",
26,"Speaker 1 (Janna Levin)","Have you heard the stories about what happens inside a black hole?",
27,"Speaker 4 (college student)","I remember that once you pass the event horizon space becomes time and time becomes space, in like, a coordinate sense.",
28,"Speaker 1 (Janna Levin)","So from the outside, if you're an astronaut, you're watching your friend, another astronaut going into the black hole, it's as though your times become rotated relative to each other.",
29,"Speaker 1 (Janna Levin)","So the profound thing is as an astronaut on the outside, looking at this round event horizon, you think of the center of black hole as a point in space, but to the person who's fallen in, it's not a point in space at all, it's a point in time.",
30,"Speaker 1 (Janna Levin)","The singularity, or the end of it all, the crush in the center of a black hole is in their future.",
31,"Speaker 1 (Janna Levin)","So they can no more avoid the singularity than you can avoid the next instant of time coming.",
32,"Speaker 1 (Janna Levin)","So the death in the singularity is inevitable.",
33,"Speaker 1 (Janna Levin)","Although we don't really think the singularity necessarily exists.",
34,"Speaker 4 (college student)","I sort of know what a singularity is.",
35,"Speaker 4 (college student)","I think of it as something where everything is compacted into one single point, it's a place where the laws of physics don't exactly work out.",
36,"Speaker 4 (college student)","What did you mean when you said that you don't think the singularity really exists?",
37,"Speaker 1 (Janna Levin)","So the singularity is definitely predicted in Einstein's general theory of relativity and that's purely a theory of spacetime.",
38,"Speaker 1 (Janna Levin)","And in the theory of spacetime, there is no question that a singularity would form when the star collapses catastrophically inside the black hole.",
39,"Speaker 1 (Janna Levin)","Now, even when people talked about singularities back in the '60s, they thought, you know, quantum mechanics is part of the story of the whole of physics.",
40,"Speaker 1 (Janna Levin)","It's not just gravity.",
41,"Speaker 1 (Janna Levin)","And if we understand quantum gravity we'll realize that singularity probably doesn't ever actually form.",
42,"Speaker 4 (college student)","So since we obviously have never been to a black hole, how do we know for sure, like, what happens after you cross the event horizon or what happens inside a black hole?",
43,"Speaker 4 (college student)","Is it just like, inferred from the math?",
44,"Speaker 1 (Janna Levin)","I would say to some extent we don't know for sure.",
45,"Speaker 1 (Janna Levin)","What we have found is that the mathematics is so unbelievably powerful that we're able to disprove wrong ideas just in pen and paper.",
46,"Speaker 1 (Janna Levin)","Just very recently, within the past couple of years, the first ever human-procured image of a black hole showed us what we expected to see of the event horizon.",
47,"Speaker 1 (Janna Levin)","So Jayda, after our conversation today, what would you say a black hole is?",
48,"Speaker 4 (college student)","Something that I had never thought of before is a black hole as kind of a type of quantum fundamental particle.",
49,"Speaker 4 (college student)","I've also learned how event horizon of a black hole kind of hides a singularity.",
50,"Speaker 1 (Janna Levin)","The beauty of being a student of something like black holes is you never stop having new impressions of what this enigmatic phenomena is.",
51,"Speaker 1 (Janna Levin)","So in a year, I'll tell you what I learned that's new.",
52,"Speaker 4 (college student)","Awesome!"
