Sequence,Speaker,Utterance,Notes
1,Speaker 2 (child),"Hi.",
2,"Speaker 1 (Janna Levin)","Hi, welcome.",
3,"Speaker 1 (Janna Levin)","Tell me your name.",
4,Speaker 2 (child),"Jude.",
5,"Speaker 1 (Janna Levin)","I wanted to ask you if you have ever heard of a black hole?",
6,Speaker 2 (child),"Yeah, I think that they're scary and cool.",
7,Speaker 2 (child),"'Cause you can get sucked in and get lost forever and get plopped out in a random place.",
8,Speaker 2 (child),"It's like a big, giant, black thingy.",
9,"Speaker 1 (Janna Levin)","So black holes, you describe them as huge.",
10,"Speaker 1 (Janna Levin)","The interesting thing about black holes is they're hugely heavy, but they're actually physically really small.",
11,"Speaker 1 (Janna Levin)","What really matters is the density.",
12,"Speaker 1 (Janna Levin)","Do you know what density is?",
13,Speaker 2 (child),"It's not weight, but it's how much of it is in it.",
14,"Speaker 1 (Janna Levin)","Here, let me show you something.",
15,"Speaker 1 (Janna Levin)","I can ask how heavy it is.",
16,"Speaker 1 (Janna Levin)","Yeah.",
17,"Speaker 1 (Janna Levin)","I can also ask how big it is, which is a question about its volume.",
18,"Speaker 1 (Janna Levin)","If I make it smaller, then what's happening is it's becoming more dense.",
19,"Speaker 1 (Janna Levin)","So imagine I crushed this really, really small.",
20,"Speaker 1 (Janna Levin)","It would weigh the same, it would have the same mass, but it would be much more dense.",
21,Speaker 2 (child),"How does it go that small?",
22,"Speaker 1 (Janna Levin)","If a star is heavy enough to explode into supernova what's left begins to collapse under its own weight.",
23,"Speaker 1 (Janna Levin)","And if that's heavy enough, the core will not be able to stop collapsing, 'cause it no longer has the thermonuclear fuel, it's run outta fuel.",
24,"Speaker 1 (Janna Levin)","And if it's run outta fuel, it's no longer shining and pushing outward.",
25,"Speaker 1 (Janna Levin)","And without that it itself begins to go dark and there's nothing fighting the collapse anymore.",
26,"Speaker 1 (Janna Levin)","And that's when you form a black hole.",
27,Speaker 2 (child),"So if like the sun all collapsed on itself, it would form a black hole?",
28,"Speaker 1 (Janna Levin)","Well, that's a really good question.",
29,"Speaker 1 (Janna Levin)","So interestingly, the sun itself isn't heavy enough.",
30,"Speaker 1 (Janna Levin)","So it has to be heavy enough that when it begins to collapse, it just overcomes all attempts to fight it.",
31,"Speaker 1 (Janna Levin)","If you made something really dense, you would have to travel faster than the speed of light to actually escape.",
32,"Speaker 1 (Janna Levin)","That's 300,000 kilometers per second.",
33,Speaker 2 (child),"So it goes so fast that there's it's all dark?",
34,"Speaker 1 (Janna Levin)","So it goes so fast that it goes completely dark.",
35,"Speaker 1 (Janna Levin)","Any light that veers too close will fall in, will not be able to make it back out again.",
36,"Speaker 1 (Janna Levin)","If a light is shining from the sun near a black hole, the black hole's not touching it.",
37,"Speaker 1 (Janna Levin)","Why does the light get pulled in?",
38,"Speaker 1 (Janna Levin)","Why does that happen?",
39,Speaker 2 (child),"Because the black hole is taking other stuff?",
40,"Speaker 1 (Janna Levin)","It is taking other stuff, but the funny question was like, if I wanted to move your chair, you'd think it was really strange if I didn't have to come near you and actually grab the chair and move it.",
41,"Speaker 1 (Janna Levin)","One of the things Einstein thought about is he imagined that what the black hole is doing is it's changing the shape of space around it.",
42,"Speaker 1 (Janna Levin)","What do you think of that idea?",
43,Speaker 2 (child),"It's crazy.",
44,"Speaker 1 (Janna Levin)","Isn't it crazy?",
45,"Speaker 1 (Janna Levin)","And then Einstein goes a step further and thinks, well, what black holes must be doing is curving the space so strongly that even light gets caught.",
46,"Speaker 1 (Janna Levin)","Sometimes you can get light caught into a whole orbit, literally the light going round and round in an orbit.",
47,Speaker 2 (child),"So black hole, it doesn't attract light, it moves the space so that the curve is pointed towards it?",
48,"Speaker 1 (Janna Levin)","That's right.",
49,"Speaker 1 (Janna Levin)","We've been talking for a little while about black holes.",
50,"Speaker 1 (Janna Levin)","What are you gonna walk away with in your impression of what a black hole is?",
51,Speaker 2 (child),"It's kind of curves in space that are all coming to one point.",
52,Speaker 2 (child),"Everything that goes on those curves changes directions to come in and even light can't escape it, nothing can.",
53,"Speaker 1 (Janna Levin)","You said that very beautifully.",
54,"Speaker 1 (Janna Levin)","Does that feel like a different idea of a black hole than the one you had before we spoke?",
55,"Speaker 1 (Janna Levin)","How black holes are made",
56,Speaker 2 (child),"Yeah, a lot.",
