Sequence,Speaker,Utterance,Notes
1,"Speaker 1 (Sekhar Ramanathan)","So what drew you into quantum computing?",""
2,"Speaker 5 (Graduate Student)","I think what got me into material science was actually making semiconductors.",""
3,"Speaker 5 (Graduate Student)","For solar panels.",""
4,"Speaker 1 (Sekhar Ramanathan)","Okay.",""
5,"Speaker 5 (Graduate Student)","Then, that drew me into new types of technology that used semiconductors with the one that's very popular now is quantum computings.",""
6,"Speaker 5 (Graduate Student)","And what about you?",""
7,"Speaker 5 (Graduate Student)","What got you interested in quantum sensing?",""
8,"Speaker 1 (Sekhar Ramanathan)","Yeah, I started out doing magnetic resonance, studying things like bone and biomedical magnetic resonance.",""
9,"Speaker 1 (Sekhar Ramanathan)","Ended up playing with spins for a long time and the physics of spins just fascinated me.",""
10,"Speaker 5 (Graduate Student)","So what do you think is a big difference between imaging large biological objects versus sensing very small quantum objects, I guess?",""
11,"Speaker 1 (Sekhar Ramanathan)","In a way, it's part of the same continuum.",""
12,"Speaker 1 (Sekhar Ramanathan)","What you're doing is changing the technological platform and you're actually able to probe it more sensitively.",""
13,"Speaker 1 (Sekhar Ramanathan)","The resolution you're able to get is much higher, so you can see smaller signals in a much smaller volume.",""
14,"Speaker 5 (Graduate Student)","How is the resolution higher?",""
15,"Speaker 1 (Sekhar Ramanathan)","So it's because the nitrogen-vacancy center is a single defect.",""
16,"Speaker 1 (Sekhar Ramanathan)","So you can actually see a single electron.",""
17,"Speaker 1 (Sekhar Ramanathan)","In normal magnetic resonance, you don't have the sensitivity.",""
18,"Speaker 5 (Graduate Student)","In order to be sensitive to like a single electron, do you have to be really close to it?",""
19,"Speaker 1 (Sekhar Ramanathan)","You have to be close to it.",""
20,"Speaker 1 (Sekhar Ramanathan)","You can detect it optically because if we tried to detect the magnetic moment of the electron, we wouldn't be able to do that because there, the energy is too low compared to thermal energies.",""
21,"Speaker 1 (Sekhar Ramanathan)","But what the diamond system gives you is a natural up conversion in energy.",""
22,"Speaker 1 (Sekhar Ramanathan)","So you can couple into an optical photon, which is then much easier to detect a single optical photon than it is to detect a microwave.",""
23,"Speaker 5 (Graduate Student)","Okay, I see.",""
24,"Speaker 1 (Sekhar Ramanathan)","Yeah.",""
25,"Speaker 1 (Sekhar Ramanathan)","And that's why you're able to do it at room temperature as well.",""
26,"Speaker 5 (Graduate Student)","What are some of the challenges you face when trying to do quantum sensing with this platform?",""
27,"Speaker 1 (Sekhar Ramanathan)","One of the key challenges, I think for all, any quantum technology is really understanding what limits your coherence times.",""
28,"Speaker 1 (Sekhar Ramanathan)","And then the next question that comes up often is how do we make this better?",""
29,"Speaker 1 (Sekhar Ramanathan)","So if I take a single qubit or a single spin, there's a certain limit up to its sensitivity.",""
30,"Speaker 1 (Sekhar Ramanathan)","But if I can take entangled spins, in principle, I could make the system much more sensitive, but it usually comes at a cost because when I entangle something, it's much more sensitive to decoherence as well.",""
31,"Speaker 5 (Graduate Student)","In a similar way, but maybe even in the opposite way where we want to figure out how to be as resilient from noise and all the kinds of noise sources.",""
32,"Speaker 1 (Sekhar Ramanathan)","Exactly.",""
33,"Speaker 5 (Graduate Student)","Okay.",""
34,"Speaker 1 (Sekhar Ramanathan)","What are you studying?",""
35,"Speaker 5 (Graduate Student)","I'm studying superconducting qubits that use hybrids, semiconductor, superconductor structures.",""
36,"Speaker 1 (Sekhar Ramanathan)","Yeah, semiconductors, are you introducing new noise sources potentially that might affect the coherence times?",""
