Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Sean Carroll PhD),"Where do you go to school and what do you study?",
2,Speaker 4 (college student),"I'm gonna be a sophomore at Pomona College, and I study math and physics.",
3,Speaker 1 (Sean Carroll PhD),"Oh, math and physics, okay.",
4,Speaker 1 (Sean Carroll PhD),"What kind of physicist do you want to be?",
5,Speaker 1 (Sean Carroll PhD),"Do you know?",
6,Speaker 4 (college student),"I really don't know.",
7,Speaker 4 (college student),"I like theory and experimental so it's kind of tough for me to say.",
8,Speaker 1 (Sean Carroll PhD),"Usually if it's math and physics, you end up as a theoretical physicist, right?",
9,Speaker 4 (college student),"Yeah.",
10,Speaker 1 (Sean Carroll PhD),"Not an experimental one.",
11,Speaker 1 (Sean Carroll PhD),"So, our theme here today is dimensions.",
12,Speaker 1 (Sean Carroll PhD),"So this is great that you have some math background because mathematicians think about dimensions in a different way.",
13,Speaker 4 (college student),"Hopefully, yeah.",
14,Speaker 1 (Sean Carroll PhD),"So how would you explain to your friends who are not math and physics majors, like what is a dimension, yourself?",
15,Speaker 4 (college student),"My first intuitive thought is what are the coordinates.",
16,Speaker 4 (college student),"Mm-hmm.",
17,Speaker 4 (college student),"So if we are looking at things, if we're looking at like a dot, or a line rather, that's one dimensional because we can only measure it one way, but then if we look at like a square then we're increasing like that, so it's basically what coordinates we can use to measure something.",
18,Speaker 1 (Sean Carroll PhD),"That's exactly right, and so you've heard of spacetime",
19,Speaker 4 (college student),"Yeah.",
20,Speaker 1 (Sean Carroll PhD),"Being four dimensional, right?",
21,Speaker 4 (college student),"Mm-hmm.",
22,Speaker 1 (Sean Carroll PhD),"Now, in some sense that's kind of trivial to you and me, because of course you have space, which is three dimensional, you have time which is one dimensional, so spacetime is four dimensional.",
23,Speaker 1 (Sean Carroll PhD),"But it didn't turn out, it didn't occur to anyone that that was a sensible way to talk until really relativity.",
24,Speaker 1 (Sean Carroll PhD),"This is the crucial thing, right?",
25,Speaker 1 (Sean Carroll PhD),"Is that what Einstein realized is that sure there's both time and space, but how we divide spacetime into time and space can be different for different people, and really there's a real sense in which four dimensional spacetime is kind of a generalization of three dimensional space.",
26,Speaker 1 (Sean Carroll PhD),"And I think to really explain this we're gonna need a blackboard.",
27,Speaker 4 (college student),"Okay.",
28,Speaker 1 (Sean Carroll PhD),"Let's bring one in.",
29,Speaker 1 (Sean Carroll PhD),"All right.",
30,Speaker 1 (Sean Carroll PhD),"The thing about relativity is that they really want you to think of spacetime as one four dimensional thing, right?",
31,Speaker 1 (Sean Carroll PhD),"It's kind of like space.",
32,Speaker 1 (Sean Carroll PhD),"It's not just three dimensions of space and one dimension of time.",
33,Speaker 4 (college student),"Why though?",
34,Speaker 1 (Sean Carroll PhD),"Why?",
35,Speaker 1 (Sean Carroll PhD),"This is a very good question.",
36,Speaker 1 (Sean Carroll PhD),"So, let's just start with space, right?",
37,Speaker 1 (Sean Carroll PhD),"We know a little bit about space.",
38,Speaker 1 (Sean Carroll PhD),"So here's my simple minded way of drawing space two dimensions, because that's how many I can draw on the blackboard.",
