Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Sean Carroll PhD),"You're a string theorist, so tell us what kind of string theory you do, what it means to be a string theorist.",""
2,Speaker 6 (expert),"One of the things that's key in the whole story of string theory is the piece of it that talks about quantum theories of gravity.",""
3,Speaker 6 (expert),"So I'm very excited about what happens to spacetime, what does it even mean at the quantum level.",""
4,Speaker 1 (Sean Carroll PhD),"Cool, so do you think a lot about extra dimensions in your everyday life?",""
5,Speaker 6 (expert),"Uh, yes I do.",""
6,Speaker 1 (Sean Carroll PhD),"And so when you think about extra dimensions, you put them together with brains and different fields wrapping around the extra dimensions and so forth, right?",""
7,Speaker 6 (expert),"Yes.",""
8,Speaker 1 (Sean Carroll PhD),"You know, a lot of people, a lot of string theorists, they care a lot about all the different ways in which we could hide the extra dimensions.",""
9,Speaker 1 (Sean Carroll PhD),"As someone who cares about cosmology, I wanna start asking why are the extra dimensions small at all?",""
10,Speaker 1 (Sean Carroll PhD),"How did that happen?",""
11,Speaker 1 (Sean Carroll PhD),"Is this something you think about yourself?",""
12,Speaker 6 (expert),"Yes, well ultimately we'd like to understand the observable universe.",""
13,Speaker 6 (expert),"If string theory turns out to be the thing that the universe cares about, we'd like to know, with all of these possibilities that are in string theory, how do we get the one that looks like the world we live in?",""
14,Speaker 1 (Sean Carroll PhD),"The thing I want to talk about is this paper I wrote with Matt Johnson and Lisa Randall where we realize there's another way to compactify extra dimensions spontaneously, dynamically.",""
15,Speaker 1 (Sean Carroll PhD),"If you imagine starting with this big piece of paper you couldn't wrap up everything, but within some region of space you could make a tube.",""
16,Speaker 6 (expert),"Okay.",""
17,Speaker 1 (Sean Carroll PhD),"Right?",""
18,Speaker 1 (Sean Carroll PhD),"And down there in the tube it looks like your long thing that is compactified in one direction and infinitely extending in the other direction, so there's one less macroscopic dimension of space.",""
19,Speaker 6 (expert),"Hmm.",""
20,Speaker 6 (expert),"Okay, that's nice.",""
21,Speaker 1 (Sean Carroll PhD),"You think that sounds plausible to you?",""
22,Speaker 6 (expert),"It sounds like fun.",""
23,Speaker 6 (expert),"What I would immediately ask is where do the large dimensions come from in the first place?",""
24,Speaker 6 (expert),"Is that something you address, or you just assume that all the dimension are large as a starting point?",""
25,Speaker 1 (Sean Carroll PhD),"Yeah.",""
26,Speaker 1 (Sean Carroll PhD),"So we certainly assume that they're all large as a starting point, and it's worse than that.",""
27,Speaker 1 (Sean Carroll PhD),"So in our paper we imagine you start in de Sitter space.",""
28,Speaker 1 (Sean Carroll PhD),"You start in a universe with no matter, no anything like that, just empty space but with an energy that is positive and all the dimensions are large.",""
29,Speaker 6 (expert),"But where do they come from?",""
30,Speaker 1 (Sean Carroll PhD),"It was always there.",""
31,Speaker 6 (expert),"Why?",""
32,Speaker 1 (Sean Carroll PhD),"Why not?",""
33,Speaker 6 (expert),"Okay.",""
34,Speaker 1 (Sean Carroll PhD),"Well you know, I think that this is again, this is",""
35,Speaker 6 (expert),"You're replacing one prejudice with a different prejudice.",""
36,Speaker 1 (Sean Carroll PhD),"I would say that we shouldn't be prejudiced one way or the other.",""
37,Speaker 6 (expert),"Just a large, ten or 11 dimensions with a cosmological constant doesn't seem like a fundamental starting point.",""
38,Speaker 6 (expert),"It sounds like there needs to be something to underlie that.",""
39,Speaker 6 (expert),"But it's a fun scenario.",""
40,Speaker 1 (Sean Carroll PhD),"Yeah, so let me tell you a little bit more about the scenario.",""
41,Speaker 1 (Sean Carroll PhD),"So you know there are black holes, good?",""
42,Speaker 1 (Sean Carroll PhD),"Right?",""
43,Speaker 6 (expert),"I've heard of them.",""
44,Speaker 1 (Sean Carroll PhD),"There are black branes as well.",""
45,Speaker 6 (expert),"Indeed.",""
46,Speaker 1 (Sean Carroll PhD),"Why don't you explain to us what a black brane is?",""
47,Speaker 6 (expert),"Well in some ways, it's very much like a black hole in that you have far away from it you have these large just flat dimensions.",""
48,Speaker 6 (expert),"As you move in, there's something in the interior.",""
49,Speaker 6 (expert),"It has, itself, higher dimensions, and so because physicists love to joke they thought, well it's like a membrane but it can have many different dimensions.",""
50,Speaker 6 (expert),"Let's use P to stand in for those number of dimensions, and so they called them P-branes.",""
51,Speaker 1 (Sean Carroll PhD),"Yeah, I've been trying to explain this to lower levels, and they always look at me like, are you pulling my leg here a little bit?",""
52,Speaker 1 (Sean Carroll PhD),"Or is this the real thing that they use?",""
53,Speaker 1 (Sean Carroll PhD),"Yes, it is the real thing they use.",""
54,Speaker 1 (Sean Carroll PhD),"We study these branes in de Sitter space, and so what we found is that there are black brane solutions which instead of having a singularity inside are non-singular, and stable, and compactified.",""
55,Speaker 1 (Sean Carroll PhD),"Is this a familiar thing?",""
56,Speaker 1 (Sean Carroll PhD),"I know things like this have been discussed, right?",""
57,Speaker 6 (expert),"Yeah.",""
58,Speaker 6 (expert),"Yeah.",""
59,Speaker 6 (expert),"So, a lot of the branes that are relevant for studying things to do with anti-de Sitter spacetimes in various dimensions actually start out as these non-singular type brains, and then you find in the core, there's actually an anti-de Sitter spacetime.",""
60,Speaker 1 (Sean Carroll PhD),"Right.",""
61,Speaker 1 (Sean Carroll PhD),"Imagine that rather than going down to a point, it just asymptotes to some fixed radius that continues infinitely far down there.",""
62,Speaker 1 (Sean Carroll PhD),"But then you can ask, okay what about the rest of the universe?",""
63,Speaker 1 (Sean Carroll PhD),"You have some sphere, some two dimensions compactified, and the balance between the cosmological constant and the electromagnetic field keeps it at a fixed distance.",""
64,Speaker 6 (expert),"Right.",""
65,Speaker 6 (expert),"Good, good.",""
66,Speaker 1 (Sean Carroll PhD),"But then the other dimensions, the transverse dimensions, don't need to be anti-de Sitter.",""
67,Speaker 1 (Sean Carroll PhD),"They can have either positive, zero, or negative cosmological constant.",""
68,Speaker 1 (Sean Carroll PhD),"So you can basically get any sort of cosmological solution times a compactified sphere.",""
69,Speaker 6 (expert),"Is it that these have the lowest action of all the things that could possibly, all the possible solutions?",""
70,Speaker 1 (Sean Carroll PhD),"I guess.",""
71,Speaker 1 (Sean Carroll PhD),"I mean, maybe you'd think otherwise.",""
72,Speaker 1 (Sean Carroll PhD),"Again or maybe you could change my mind, I think that as long as it can happen it will happen some of the time, right?",""
73,Speaker 6 (expert),"Okay, that's fair.",""
74,Speaker 1 (Sean Carroll PhD),"I mean it's one of the things that could happen, so I mean it obviously, You know, we know",""
75,Speaker 6 (expert),"It's quantum, baby.",""
76,Speaker 1 (Sean Carroll PhD),"It's quantum.",""
77,Speaker 1 (Sean Carroll PhD),"It's a loud, it's of a loud it's gonna happen.",""
78,Speaker 6 (expert),"I still laugh from Keanu Reeves I'm afraid.",""
79,Speaker 1 (Sean Carroll PhD),"Someone probably wrote it for him.",""
80,Speaker 1 (Sean Carroll PhD),"So it's possible that if you do have this starting point of an empty de Sitter space with positive cosmological constants and fields lying around you inevitably get a multiverse.",""
81,Speaker 1 (Sean Carroll PhD),"It just happens, you know, it's just part of quantum nucleation to different things, and then maybe you need to explain why we live in this universe rather than some other one via the anthropic principle or something like that.",""
82,Speaker 1 (Sean Carroll PhD),"So how does our kind of, you know, low-tech old fashioned way of making new universes intersect with the kinds of things you'd think about.",""
83,Speaker 6 (expert),"Well, it's interesting because there's a lot of activity going on inspired by things we learned from working in anti-de Sitter space where the cosmological constant has the wrong sign.",""
84,Speaker 6 (expert),"So you will find that there are a number of papers as many of which you've probably read, probably you've read more of them than I have, which try then to take the different kinds of branes, these extended solutions, and they're many different kinds doing different things, we understand well enough now that we can put them together in various ways.",""
85,Speaker 6 (expert),"They intersect, they dissolve inside each other, they wrap each other.",""
86,Speaker 1 (Sean Carroll PhD),"They overlap, they wrap around.",""
87,Speaker 6 (expert),"They overlap, and you do them in all sorts of different ways and show that you can construct four dimensional universes with a cosmological constant of your desire, depending upon how you did the construction.",""
88,Speaker 1 (Sean Carroll PhD),"I know not everyone buys that, right?",""
89,Speaker 6 (expert),"Not everyone buys it.",""
90,Speaker 6 (expert),"There's a big discussion in the literature right now.",""
91,Speaker 1 (Sean Carroll PhD),"And if we put aside for the second the concerns of our colleagues in other parts of physics, and it's just amongst us chickens, what do you think about the future of cosmology and string theory, and the dynamics of these extra dimensions?",""
92,Speaker 6 (expert),"I think it's gonna get way more interesting than we're currently able to grapple with right now, and I think there are hints of it.",""
93,Speaker 6 (expert),"There could be a description of the physics that might be our early universe that is like that molecular description.",""
94,Speaker 6 (expert),"And then from that emerges flat spacetimes maybe four, maybe some mechanism tells you it's four and not something else.",""
95,Speaker 6 (expert),"I think that's where we're going.",""
