Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Samy Kamkar),"What kind of projects are you working on?",
2,Speaker 5 (grad student),"This is the end of my first year.",
3,Speaker 5 (grad student),"I'm a PhD student at NYU Tandon School of Engineering.",
4,Speaker 5 (grad student),"I'm studying security systems and operating systems.",
5,Speaker 5 (grad student),"So, security for operating systems.",
6,Speaker 5 (grad student),"I've been mostly working on a project that limits executables' exposure to bugs in the kernel.",
7,Speaker 5 (grad student),"It's run by professor Justin Cappos there.",
8,Speaker 5 (grad student),"He found that the majority of bugs that occur in the Linux kernel happen when you're doing things that people don't do that often, the programs don't do that often.",
9,Speaker 5 (grad student),"So designing a runtime environment that lets you limit what a certain program has access to, but also the things that it does have access to is also limited to those popular paths in the kernel.",
10,Speaker 5 (grad student),"So it can't access areas that aren't under more scrutiny.",
11,Speaker 1 (Samy Kamkar),"So essentially it's a really, definitely a stripped down operating system, or I guess it's a virtual machine.",
12,Speaker 5 (grad student),"Basically, we're creating a user space operating system.",
13,Speaker 1 (Samy Kamkar),"Have you done any work in side channel analysis?",
14,Speaker 5 (grad student),"Like, a little bit.",
15,Speaker 5 (grad student),"I read the Rowhammer paper.",
16,Speaker 5 (grad student),"I found it really interesting, but it's nothing that I've actually worked with.",
17,Speaker 1 (Samy Kamkar),"So the side channel analysis is really looking not at a vulnerability within a system, but really unintended consequences of what the system is built on.",
18,Speaker 1 (Samy Kamkar),"A very simple example of a side channel is putting your ear to the ground to hear if there are horses coming towards you, and the same thing applies to technology.",
19,Speaker 1 (Samy Kamkar),"So you can have something like a CPU, it's executing instructions, certain instructions that use a little bit more power, and power is reserved in these capacitors, which are like tiny batteries next to your CPU.",
20,Speaker 1 (Samy Kamkar),"And as they're pulling power, there's something in physics called the electrostrictive effect where the capacitor will move in a very, very tiny amount.",
21,Speaker 1 (Samy Kamkar),"And then although we can't hear it, the microphone on a mobile device can actually listen to that.",
22,Speaker 1 (Samy Kamkar),"If you then listen to that and you say, oh, I see a pattern here, and you can go all the way down and then extract and reveal the full password, the full key, even though it could be argued that the algorithm itself, there's no problem with it.",
23,Speaker 5 (grad student),"So all memory devices are just, it's just a bunch of gates and they're in rows.",
