Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Samy Kamkar),"Do you do anything with computers or any coding?",
2,Speaker 3 (teen),"I like to play coding games, and I like to go on code.org, and they have a variety of games for different ages.",
3,Speaker 3 (teen),"So like, I really like to do that.",
4,Speaker 3 (teen),"For example, like the game Flappy Bird, it's like puzzle pieces, so they would tell you to connect something and then you would play the game and then you could see what you connected.",
5,Speaker 1 (Samy Kamkar),"Interesting, so it's like a graphical interface where you can connect different pieces together.",
6,Speaker 1 (Samy Kamkar),"Kinda like wire them together.",
7,Speaker 3 (teen),"Yeah.",
8,Speaker 1 (Samy Kamkar),"Oh, that's pretty cool.",
9,Speaker 1 (Samy Kamkar),"What do you know about computer hacking?",
10,Speaker 3 (teen),"I don't really know much about computer hacking actually.",
11,Speaker 1 (Samy Kamkar),"So on code.org, one of the things you've been doing is actually building a game or that they have a game and then you can actually rewire some of the inputs and outputs of that.",
12,Speaker 1 (Samy Kamkar),"Is that right?",
13,Speaker 3 (teen),"Yeah.",
14,Speaker 1 (Samy Kamkar),"Okay.",
15,Speaker 1 (Samy Kamkar),"With computer hacking, it's actually the same thing.",
16,Speaker 1 (Samy Kamkar),"Really, you have some sort of system and you have a bunch of inputs and you have some sort of output, and actually you, as the designer, you're essentially designing games and software.",
17,Speaker 1 (Samy Kamkar),"You're saying, well, I will only allow a user to really control these inputs.",
18,Speaker 1 (Samy Kamkar),"Can you think of any inputs the computer might have?",
19,Speaker 3 (teen),"Space bar.",
20,Speaker 1 (Samy Kamkar),"Yep, there's also things like your mouse and there's even things like the microphone itself is actually an input device.",
21,Speaker 1 (Samy Kamkar),"It's taking something from you, which is the sound and it's then transmitting that, and it's actually sending it to me.",
22,Speaker 1 (Samy Kamkar),"Are there any other things that you can talk to a computer?",
23,Speaker 1 (Samy Kamkar),"You can give it information.",
24,Speaker 3 (teen),"Camera.",
25,Speaker 1 (Samy Kamkar),"That's absolutely another input that exists on your computer.",
26,Speaker 1 (Samy Kamkar),"That's how I try to think of things is there's just a bunch of inputs.",
27,Speaker 1 (Samy Kamkar),"Often, if you're trying to break something or hack something, you're really saying, okay, how can I control these inputs in a way that wasn't necessarily expected?",
28,Speaker 3 (teen),"What inputs would you normally use to hack?",
29,Speaker 1 (Samy Kamkar),"Typically, it's going to be something like the keyboard, right?",
30,Speaker 1 (Samy Kamkar),"I'm just going to be typing keystrokes to be talking to some piece of software or hardware, but other times it can be other things like even the temperature of a computer can actually affect how the computer operates, and it might be advantageous to me to cool down the computer and actually slow down the movement of electrons in something like memory, so that if a computer shuts off, it stores something that was in memory like a password and stores it for a long enough time that I might be able to actually extract it through some other methods.",
31,Speaker 3 (teen),"How long does it take to get in?",
32,Speaker 1 (Samy Kamkar),"It just depends what you're trying to do.",
33,Speaker 1 (Samy Kamkar),"In some cases, it could literally be seconds because you already know how the system works, and other times, it could be years.",
34,Speaker 1 (Samy Kamkar),"So what have you learned about hacking?",
35,Speaker 3 (teen),"I think hacking is actually really interesting.",
36,Speaker 3 (teen),"There's different languages to hack in.",
37,Speaker 3 (teen),"I've also learned that a lot of things could be hacked that you don't necessarily think that can be hacked."
