Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Samy Kamkar),"Do you know what computer hacking is?",
2,Speaker 2 (child),"It's bad.",
3,Speaker 2 (child),"Like, I'm going into someone's personal account or account, changing some stuff or just stealing some information or your money.",
4,Speaker 1 (Samy Kamkar),"Yeah, it's crazy.",
5,Speaker 1 (Samy Kamkar),"They're really a lot of bad or malicious hackers out there who are doing just that.",
6,Speaker 1 (Samy Kamkar),"They're going into people's accounts and they're stealing money, but there's also another side of computer hacking where there are people who are trying to learn how those bad hackers are actually breaking in to the bank accounts.",
7,Speaker 2 (child),"Do they, like, return the money?",
8,Speaker 2 (child),"Like, give them their money or something like that?",
9,Speaker 1 (Samy Kamkar),"What they're trying to do is they're trying to even prevent the bad hackers from getting in in the first place.",
10,Speaker 2 (child),"So they put like a protection account or something.",
11,Speaker 1 (Samy Kamkar),"Yeah, exactly.",
12,Speaker 1 (Samy Kamkar),"They're looking for ways that they can create protection.",
13,Speaker 1 (Samy Kamkar),"It's kind of like the lock on your front door.",
14,Speaker 1 (Samy Kamkar),"That lock is to essentially prevent bad people from coming in or people accidentally coming in when they shouldn't.",
15,Speaker 1 (Samy Kamkar),"A hacker is essentially looking at a way, how can I get into this lock?",
16,Speaker 1 (Samy Kamkar),"But then there are the good ones who are trying to unlock it so that they can tell the company that made the lock, hey, we can actually protect people by making the lock a little harder.",
17,Speaker 2 (child),"What would they do about the people and the broken lock?",
18,Speaker 1 (Samy Kamkar),"In many cases, they'll send them a new lock.",
19,Speaker 1 (Samy Kamkar),"So it's an upgraded, better version.",
20,Speaker 1 (Samy Kamkar),"Sometimes that's new features, but sometimes that's bug fixes and ways to protect you as well.",
21,Speaker 2 (child),"But like, they may get arrested because they might get mistaken.",
22,Speaker 1 (Samy Kamkar),"That's a very good point.",
23,Speaker 1 (Samy Kamkar),"You should definitely make sure that you're obeying the law.",
24,Speaker 1 (Samy Kamkar),"They might work with the lock company and say, ""I'm trying to improve your product.""",
25,Speaker 1 (Samy Kamkar),"And they're trying to find these holes or problems, and then share that with the company.",
26,Speaker 1 (Samy Kamkar),"Even though the good hacker is doing exactly the same thing as the bad hacker, it's the same exact skillset, and you're using the same exact techniques and information to try to break that lock, but your goal as a good hacker is really to help everyone like you and me to make sure that our stuff is protected.",
27,Speaker 1 (Samy Kamkar),"So hopefully they don't get in trouble because they're the good guys.",
28,Speaker 2 (child),"When did you start doing, like, the good hacking?",
29,Speaker 1 (Samy Kamkar),"I started doing the good hacking when I turned nine years old.",
30,Speaker 2 (child),"Wow.",
31,Speaker 1 (Samy Kamkar),"I started going on the computer and playing video games, but I had some ideas of my own, and that's where I started to learn how to hack.",
32,Speaker 1 (Samy Kamkar),"I wanted to play with my friends on this video game and just change the way that things look.",
33,Speaker 2 (child),"But that would be kinda bad, because maybe the creator did it for a reason.",
34,Speaker 1 (Samy Kamkar),"That's entirely possible.",
35,Speaker 1 (Samy Kamkar),"They may have done it for a reason, but you may have come up with a really good idea that, do you think there are other people who might like the idea that you came up with?",
36,Speaker 2 (child),"Yeah.",
37,Speaker 1 (Samy Kamkar),"When you have creative ideas like that, hacking can actually allow you to change the way a system works, and that means you can change a game and how the game is played, and then you can share that with your friends and other people who like that game.",
38,Speaker 1 (Samy Kamkar),"Once I started learning how to do it, I found that, things that were harder for me, I could make easier.",
39,Speaker 2 (child),"Did your parents approve of it?",
40,Speaker 1 (Samy Kamkar),"I don't think my parents knew, but when my parents found out that I was doing it for good, I think they were happy."
