Sequence,Speaker,Utterance,Notes
156,Speaker 1 (Donna Strickland),So you're a college student?,
157,Speaker 4 (Caitlin - Student),Yes.,
158,Speaker 1 (Donna Strickland),And what's your major?,
159,Speaker 4 (Caitlin - Student),I'm an engineering physics major with a minor in math.,
160,Speaker 4 (Caitlin - Student),"I'm in the three, two program for biomedical engineering.",
161,Speaker 1 (Donna Strickland),Excellent.,
162,Speaker 1 (Donna Strickland),I got an engineering physics degree.,
163,Speaker 1 (Donna Strickland),"There you go, something in common.",
164,Speaker 1 (Donna Strickland),We're here today talking about lasers.,
165,Speaker 1 (Donna Strickland),So have you have had much exposure to lasers yet at school?,
166,Speaker 4 (Caitlin - Student),Not yet.,
167,Speaker 4 (Caitlin - Student),I'm really hoping that we will.,
168,Speaker 4 (Caitlin - Student),I think it's super interesting just the field in general because I really do enjoy examining all the calculations and being able to do a little bit more of the math side of physics.,
169,Speaker 1 (Donna Strickland),Okay.,
170,Speaker 1 (Donna Strickland),As opposed to the experimental side and seeing things?,
171,Speaker 1 (Donna Strickland),"Okay so I'm much more, I like to see the things happening.",
172,Speaker 1 (Donna Strickland),"So then the question is, what's so special about making a light that's intense enough to actually possibly blow things up?",
173,Speaker 1 (Donna Strickland),Certainly we can blow atoms up with the laser hammer and when the laser light comes in and just smacks the electrons right off the atom.,
174,Speaker 1 (Donna Strickland),And so the question really is how do you make that?,
175,Speaker 1 (Donna Strickland),"Back in the 70s and into the 80s, I know that was a long time ago for you, we had big energy lasers and we had short pulse lasers, we couldn't have big energy, short pulse lasers and actually it was my supervisor and I that figured the way around that and we got something called chirped pulse amplification.",
176,Speaker 1 (Donna Strickland),Have you heard of chirped pulse amplification by any chance?,
177,Speaker 4 (Caitlin - Student),Vaguely.,
178,Speaker 1 (Donna Strickland),Well I brought a little bit of a prop to explain how chirped pulse amplification works.,[Donna pulls out a multi-colored slinky]
179,Speaker 1 (Donna Strickland),Our short pulses are made of different colors.,
180,Speaker 1 (Donna Strickland),So I've got a colored slinky here.,
181,Speaker 1 (Donna Strickland),We probably could've called it stretched pulse amplification but that's kind of boring so we used the word chirped.,
182,Speaker 1 (Donna Strickland),The word chirped comes around because birds chirp.,
183,Speaker 1 (Donna Strickland),"When the birds are singing, the notes are actually changing audio frequency with time and that's a chirp.",
184,Speaker 1 (Donna Strickland),"The point is is that when all the light is squeezed together like this, it's a short pulse.",[Donna holds the slinky compressed]
185,Speaker 1 (Donna Strickland),"And that's when it's a hammer because all of the light is now concentrated and you can imagine if this was coming along and also using a lens to focus it small, then all of that light at the focal spot, concentrate.",
186,Speaker 1 (Donna Strickland),And so that was the laser hammer.,
187,Speaker 1 (Donna Strickland),So we can't have that in the laser.,
188,Speaker 1 (Donna Strickland),So the question is what could we do?,
189,Speaker 1 (Donna Strickland),"The fact that it's different colors and different colors because of dispersion, travel different speeds inside material.",
