Sequence,Speaker,Utterance,Notes
220,"Speaker 1 (Donna Strickland)","So I understand you're in grad school.",""
221,"Speaker 1 (Donna Strickland)","Where?",""
222,"Speaker 5 (Aditya - Grad Student)","At NYU.",""
223,"Speaker 1 (Donna Strickland)","And what are you studying?",""
224,"Speaker 5 (Aditya - Grad Student)","I'm studying soft matter physics, which involves the physics of squishy stuff.",""
225,"Speaker 5 (Aditya - Grad Student)","We make microswimmers in the laboratory, and we drive them with a laser.",""
226,"Speaker 1 (Donna Strickland)","And what kind of laser do you use?",""
227,"Speaker 5 (Aditya - Grad Student)","We use a 10 watt laser, it's a fiber laser.",""
228,"Speaker 1 (Donna Strickland)","Do you know a lot about lasers?",""
229,"Speaker 1 (Donna Strickland)","Or just about the laser that you use.",""
230,"Speaker 5 (Aditya - Grad Student)","Not a lot, just a little bit.",""
231,"Speaker 1 (Donna Strickland)","Okay.",""
232,"Speaker 1 (Donna Strickland)","So this is about high intensity lasers.",""
233,"Speaker 1 (Donna Strickland)","Not only how do you make them, but what was really stopping them being made in both cases is non linear optics.",""
234,"Speaker 1 (Donna Strickland)","We wanna do something that requires a huge photon density application, and so that's how come we came up with chirped pulse amplification, so that we could stretch the pulse, safely amplify it, then compress it at the end, and then we're ready to do whatever we want at the end.",""
235,"Speaker 1 (Donna Strickland)","So what do you think the main difference is between the continuous wave laser that you have that runs at 10 watts and a chirped pulse amplifier?",""
236,"Speaker 5 (Aditya - Grad Student)","I feel like the continuous laser delivers power at a continuous rate, whereas you want all that power to be delivered in a really, really short time with your amplification.",""
237,"Speaker 1 (Donna Strickland)","And so we get the power with a lot less energy 'cause its power is energy per unit time.",""
238,"Speaker 1 (Donna Strickland)","So we aren't depositing much energy in comparison.",""
239,"Speaker 1 (Donna Strickland)","Can I just ask, 'cause you are using the thermal process of it heating up, but have you ever had the opportunity to use laser tweezers?",""
240,"Speaker 5 (Aditya - Grad Student)","I have, yeah.",""
241,"Speaker 5 (Aditya - Grad Student)","We use optical tweezers to trap particles in solution.",""
242,"Speaker 1 (Donna Strickland)","And twirl the motors or not twirl the motors?",""
243,"Speaker 5 (Aditya - Grad Student)","No, I haven't worked with that.",""
244,"Speaker 1 (Donna Strickland)","You haven't?",""
245,"Speaker 1 (Donna Strickland)","Okay.",""
246,"Speaker 5 (Aditya - Grad Student)","So I was always curious, how much further, like what higher power can we go now?",""
247,"Speaker 1 (Donna Strickland)","So chirped pulse amplification took us sort of from, we were at 10 to the 12, but when I was working the 10 to the 12 sort of sat on a football sized field.",""
248,"Speaker 1 (Donna Strickland)","It was a kilojoule laser with a nanosecond pulse.",""
249,"Speaker 1 (Donna Strickland)","And we brought it down to something we call tabletop terawatt.",""
250,"Speaker 1 (Donna Strickland)","So it was the same terawatt but now it was one joule and one picosecond, so it could fit on a basic optical bench like you would have in your lab.",""
251,"Speaker 1 (Donna Strickland)","We were able to take that up to, I think the record is right around somewhere between 10 to the 22 and 10 to the 23 watts per square centimeter.",""
252,"Speaker 1 (Donna Strickland)","So then in going forward, one of the holy grails is can we reach 10 to the 29 watts per square centimeter?",""
253,"Speaker 1 (Donna Strickland)","So we still have six orders.",""
254,"Speaker 1 (Donna Strickland)","So we've gone from 10 to the 12 to 10 to the 23.",""
255,"Speaker 1 (Donna Strickland)","So we've done 11 orders, so you think six isn't so much harder.",""
256,"Speaker 1 (Donna Strickland)","I have to tell you, over time, it's rolling over.",""
257,"Speaker 1 (Donna Strickland)","We need another Nobel Prize winning idea.",""
258,"Speaker 1 (Donna Strickland)","But if we get out there, that's where, if you focus the intensity, the energy in that volume is enough to break the vacuum.",""
259,"Speaker 5 (Aditya - Grad Student)","We could probably use this to drive chemical reactions at a very, very specific spot.",""
260,"Speaker 5 (Aditya - Grad Student)","Like if we want to target just a single cell in the body.",""
261,"Speaker 1 (Donna Strickland)","Yes.",""
262,"Speaker 1 (Donna Strickland)","And maybe what, do pump-probe spectroscopy and watch the cell?",""
263,"Speaker 1 (Donna Strickland)","Or to ionize it?",""
264,"Speaker 5 (Aditya - Grad Student)","I mean I was thinking more on the lines of if we want to, let's say destroy one cell, like a tumor cell or something like that.",""
265,"Speaker 5 (Aditya - Grad Student)","So that the neighboring areas are not affected but just the cell burns.",""
266,"Speaker 1 (Donna Strickland)","I don't know if people are working on that because I'm not so much in the medical field, but I should look into that and see if that's a possibility.",""
267,"Speaker 1 (Donna Strickland)","So after hearing about high intensity lasers, can you think about next time you go back to the lab and you're wondering how to do something in the lab with lasers, can you see how short pulses might help you?",""
268,"Speaker 5 (Aditya - Grad Student)","I think short pulses might help in my experiment in the sense that if I drive my swimmers with a continuous wave as opposed to a pulsed wave, maybe a continuous wave would heat up the sample too much, and a pulse laser would deliver power exactly where I need it so that I could run my experiment longer.",""
269,"Speaker 1 (Donna Strickland)","That's true.",""
270,"Speaker 1 (Donna Strickland)","Thank you very much.",""
271,"Speaker 5 (Aditya - Grad Student)","Thank you, Donna.",""
272,"Speaker 5 (Aditya - Grad Student)","It was really nice to meet you.",""
