Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Daphna Shohamy),"Thanks so much for coming, it's great to see you.",
2,Speaker 1 (Daphna Shohamy),"It's been a while.",
3,Speaker 6 (expert),"It has been awhile, I'm really excited to be here.",
4,Speaker 1 (Daphna Shohamy),"It'd be great to just start by talking about your work at the broadest level.",
5,Speaker 1 (Daphna Shohamy),"To my mind your work has really revolutionized the field of cognitive neuroscience more broadly.",
6,Speaker 6 (expert),"I've been really interested in how past understandings of the brain have really focused on, on pinpointing exactly what each piece of the brain does.",
7,Speaker 6 (expert),"But I think that there's also a broader conversation happening in the brain, which is between one region and another.",
8,Speaker 6 (expert),"So it's actually the pattern of connections between these regions that would allow for the flow of information.",
9,Speaker 6 (expert),"But I think the tools that have become widely available now from the physics community and mathematics and computer science are under the umbrella of, of network science.",
10,Speaker 6 (expert),"So that is a science of networks, a science of understanding how bits of a system are interconnected with one another.",
11,Speaker 6 (expert),"Not just comparing two groups of people or two kinds of two species, but we can ask even within a single person, how does the pattern of connectivity in my brain change as we talk with one another?",
12,Speaker 6 (expert),"How does the information flow change?",
13,Speaker 6 (expert),"I think a lot about traffic on roadway networks as a good example of this.",
14,Speaker 6 (expert),"Which is, you know, we can understand where the roads are and perhaps the roads are relatively fixed.",
15,Speaker 6 (expert),"They change over long timescales and it's similar to the brain.",
16,Speaker 6 (expert),"We really only create large scale connections over long timescales.",
17,Speaker 6 (expert),"But we can alter the traffic on the roadways really easily.",
18,Speaker 6 (expert),"And that's similar to what we do in the brain is that we change the way that information is flowing to allow us to respond to our environment.",
19,Speaker 1 (Daphna Shohamy),"It's a great analogy.",
20,Speaker 1 (Daphna Shohamy),"You know I remember when I first learned of your work, for me as somebody who studies learning and memory, which are processes that are all about rapid updating that to me was really mind blowing that we can now start asking questions about dynamics of circuits on a timescale that's much closer to the timescale of human thought than anything we had before.",
21,Speaker 6 (expert),"The field is definitely opening up in the kinds of questions that can be asked now with these approaches.",
22,Speaker 6 (expert),"And I think what you're pointing out is that conceptually it's where we wanted to go anyway.",
23,Speaker 6 (expert),"So if there's so much orchestration that happens and a symphony is not a single piece, it's not a single pattern of, of harmony between instruments and, and similar to the brain, symphony of your brain is not a single pattern.",
24,Speaker 6 (expert),"It's a very dynamically changing pattern.",
25,Speaker 1 (Daphna Shohamy),"In the field we often talk of have having a mental model that we use to make predictions about what's about to happen and really use that to mean kind of a general understanding of what's going on.",
