Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Daphna Shohamy),"Is there any particular memory for you that you feel has been either kind of influential in your, in deciding which areas to pursue or that you feel is sort of emblematic of what it is to have a memory?",
2,Speaker 4 (college student),"I was probably six years old and my aunt who had stage four ovarian cancer, she battled it for 20 years.",
3,Speaker 4 (college student),"She got me my first science kit and she asked me to cure cancer and I will never forget running into my aunt's room and just opening up the box and seeing that microscope, it was a tiny little blue one and the little microscope slides and the little pipettes.",
4,Speaker 4 (college student),"So they just, that memory will never be forgotten my whole life.",
5,Speaker 1 (Daphna Shohamy),"I've got one too.",
6,Speaker 1 (Daphna Shohamy),"I was nine and we were at the science expo in San Francisco.",
7,Speaker 1 (Daphna Shohamy),"Two scientists were dissecting an eye, a cow's eye.",
8,Speaker 1 (Daphna Shohamy),"And I was like that is the coolest thing I've ever seen.",
9,Speaker 1 (Daphna Shohamy),"And something about that that carried me forward.",
10,Speaker 1 (Daphna Shohamy),"Something happened so long ago, it left some long lasting trace through neural circuits and it continues to shape the decisions we make about what to study and what to do.",
11,Speaker 4 (college student),"Just being able to apply those memories in the future is just so crucial in everyday life of the humans and the fact that we're learning how that works.",
12,Speaker 4 (college student),"And I would love to hear more about your side of memory and the mechanisms that you're studying.",
13,Speaker 1 (Daphna Shohamy),"So we're interested in the idea that memory is kind of a pervasive force that shapes all our behaviors.",
14,Speaker 1 (Daphna Shohamy),"And we're trying to understand how different kinds of memory are organized in different structures of the brain.",
15,Speaker 1 (Daphna Shohamy),"And then to understand how those different structures work together to orchestrate complex cognitive behaviors like decision-making or reasoning and thinking.",
16,Speaker 4 (college student),"So in your research or you focus more on implicit or explicit memory?",
17,Speaker 1 (Daphna Shohamy),"My work has actually kind of pushed against that distinction between memories that kind of are consciously accessible versus unconscious.",
18,Speaker 4 (college student),"When you say that you don't necessarily look at implicit and explicit memory as anything different, if you were to take a step back, what would you define as implicit and explicit memory?",
19,Speaker 1 (Daphna Shohamy),"The best way to kind of think about that distinction really goes back historically to one of the most important discoveries in memory research.",
20,Speaker 1 (Daphna Shohamy),"The patient was referred to famously as patient HM.",
21,Speaker 1 (Daphna Shohamy),"The neurosurgeon went in and removed the tissue that happened to be right around the hippocampus on both the left side and the right side of HM's brain.",
22,Speaker 1 (Daphna Shohamy),"But then they started noticing something odd in his behavior.",
23,Speaker 1 (Daphna Shohamy),"He was not able to create new memories of the experiences he had after the surgery.",
24,Speaker 1 (Daphna Shohamy),"And that led Brenda Milner and her colleagues to report that the hippocampus was very important for memory, but a one particular kind, these sort of explicit, or as now referred to them episodic memories.",
25,Speaker 1 (Daphna Shohamy),"But the hippocampus was not necessary for learning skills like mirror tracing, things that you can't necessarily articulate but you just get better at over time.",
26,Speaker 1 (Daphna Shohamy),"And it really led to a couple of decades or more even of an enormous amount of very important work that kind of kept on breaking memory down further and further into different types.",
27,Speaker 1 (Daphna Shohamy),"Episodic and semantic as both forms of explicit memory where episodic refers to memory for an event that happened like what you did yesterday morning and semantic refers to general knowledge about the world.",
28,Speaker 1 (Daphna Shohamy),"Implicit memory is being broken down into a bunch of different kinds like skills or habits or conditioning.",
29,Speaker 1 (Daphna Shohamy),"And when I started graduate school, many of us felt kind of the next question was really to understand how do we now understand how they work together.",
30,Speaker 1 (Daphna Shohamy),"This was right around when functional magnetic resonance imaging started becoming a popular tool for measuring brain activity.",
31,Speaker 1 (Daphna Shohamy),"We could scan the entire brain and we could ask questions about multiple brain regions at once.",
