Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Keenan Crane Phd),"So what are you studying in seventh grade these days?",
2,Speaker 3 (teen),"I think we're doing geometry still.",
3,Speaker 1 (Keenan Crane Phd),"What if I told you that there are shapes where you can't measure the length of the perimeter.",
4,Speaker 3 (teen),"It's big, but all of the sides are kind of like, so weird that they wouldn't be able to pinpoint anything specific to add together.",
5,Speaker 1 (Keenan Crane Phd),"The shape is just super, super complicated.",
6,Speaker 1 (Keenan Crane Phd),"Yeah.",
7,Speaker 1 (Keenan Crane Phd),"And so you can't actually measure the length.",
8,Speaker 3 (teen),"Yeah.",
9,Speaker 1 (Keenan Crane Phd),"Right?",
10,Speaker 1 (Keenan Crane Phd),"Yeah.",
11,Speaker 1 (Keenan Crane Phd),"So that's already a really good idea of what a fractal is.",
12,Speaker 1 (Keenan Crane Phd),"It has some really, really interesting detail at all, scales that makes it hard to talk about standard quantities like lengths and areas and volumes.",
13,Speaker 3 (teen),"Would a planet or an asteroid be a fractal?",
14,Speaker 1 (Keenan Crane Phd),"Yeah, so if you look at kind of the wrinkly surface of an asteroid, each one of those little wrinkles adds a little bit to the surface area.",
15,Speaker 1 (Keenan Crane Phd),"And so it's really hard to say, what is the area of an asteroid?",
16,Speaker 1 (Keenan Crane Phd),"Let's take a look at a little example of where fractals actually show up in nature.",
17,Speaker 1 (Keenan Crane Phd),"What we're gonna try to do is we're gonna try to say what the length of the coastline of great Britain is.",
18,Speaker 1 (Keenan Crane Phd),"So we're gonna start out with the blue ones, which are spaced further apart.",
19,Speaker 1 (Keenan Crane Phd),"We're gonna ask you to connect the blue pins with a piece of string so we can get a measurement of the coastline.",
20,Speaker 1 (Keenan Crane Phd),"So we have our first measurement of the length of the coastline, and we're gonna do it over again.",
21,Speaker 1 (Keenan Crane Phd),"But this time we're gonna use the white pins, which are spaced closer together.",
22,Speaker 1 (Keenan Crane Phd),"So we measured the coastline again.",
23,Speaker 1 (Keenan Crane Phd),"And what do you think happens?",
24,Speaker 3 (teen),"There's more in and out.",
25,Speaker 3 (teen),"Therefore probably takes more string for this one.",
26,Speaker 1 (Keenan Crane Phd),"I think I agree with you, but I think to really validate our scientific experiment, we should probably compare the length of the string.",
27,Speaker 1 (Keenan Crane Phd),"A lot of extra slack in that pink string.",
28,Speaker 1 (Keenan Crane Phd),"So what we noticed with great Britain is we were never able to measure it's length.",
29,Speaker 1 (Keenan Crane Phd),"It just kept getting longer and longer.",
30,Speaker 1 (Keenan Crane Phd),"This is called the coastline paradox where there's not really one definite number you can assign to the length of the coastline, but it depends on how you measure it.",
31,Speaker 1 (Keenan Crane Phd),"Like if we kept going to really get this to be accurate, we might have to like actually go down the beach and start measuring these tiny little details along the coastline.",
32,Speaker 1 (Keenan Crane Phd),"But really there's so much detail.",
33,Speaker 1 (Keenan Crane Phd),"We would probably never get a definite answer for how long the coastline is.",
34,Speaker 1 (Keenan Crane Phd),"Fractals also give us a really nice language.",
35,Speaker 1 (Keenan Crane Phd),"We're talking about how smooth or rough some kind of shape is.",
36,Speaker 1 (Keenan Crane Phd),"And actually a lot of people, engineers and scientists use this idea of fractals and this language of fractals to compare different shapes, not in terms of their size, but in terms of their roughness.",
37,Speaker 1 (Keenan Crane Phd),"So based on everything we talked about today, how would you describe a fractal to somebody in your own words?",
38,Speaker 3 (teen),"It's a shape, that you can't describe as a shape.",
39,Speaker 1 (Keenan Crane Phd),"Yeah, totally.",
40,Speaker 1 (Keenan Crane Phd),"Like it's a shape that you can't use sort of the ordinary language that we use to talk about shapes you really need some other ideas or concepts to talk about.",
