Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Keenan Crane Phd),"What's your name?",
2,Speaker 2 (child),"Myra.",
3,Speaker 1 (Keenan Crane Phd),"Have you heard of fractals before?",
4,Speaker 2 (child),"No, absolutely not.",
5,Speaker 1 (Keenan Crane Phd),"So a fractal is something that we see every day, but it's a little bit hard to describe.",
6,Speaker 1 (Keenan Crane Phd),"It's it's a shape that if you look at it really far away, or you look at it really up close, it has kind of a similar appearance.",
7,Speaker 1 (Keenan Crane Phd),"And actually that word fractal sounds a little bit like fraction.",
8,Speaker 2 (child),"Yes.",
9,Speaker 1 (Keenan Crane Phd),"Right?",
10,Speaker 1 (Keenan Crane Phd),"So actually fractals are in some way fractions, but for shapes.",
11,Speaker 1 (Keenan Crane Phd),"Have you ever seen a movie called Moana?",
12,Speaker 2 (child),"Yes.",
13,Speaker 1 (Keenan Crane Phd),"Yeah.",
14,Speaker 1 (Keenan Crane Phd),"Moana lives on this like beautiful island, right?",
15,Speaker 2 (child),"Yes.",
16,Speaker 1 (Keenan Crane Phd),"This island has lots of trees on it.",
17,Speaker 1 (Keenan Crane Phd),"Some artists had to make all those trees.",
18,Speaker 1 (Keenan Crane Phd),"How do you think they do that?",
19,Speaker 2 (child),"They tried to find something similar to that on the Google and they try to picture it in their heads saying, what would, what would it look like if they, it was animated?",
20,Speaker 1 (Keenan Crane Phd),"So somehow they have to explain to the computer what a tree looks like so that the computer can draw the tree for them.",
21,Speaker 2 (child),"Yes.",
22,Speaker 1 (Keenan Crane Phd),"And that's kind of what we're gonna try out today.",
23,Speaker 1 (Keenan Crane Phd),"In fact, we're gonna have you build a fractal.",
24,Speaker 1 (Keenan Crane Phd),"A tree is a really good example of a fractal because if you look at the whole tree and then you break off a big branch of the tree.",
25,Speaker 2 (child),"Yes.",
26,Speaker 1 (Keenan Crane Phd),"It almost looks like that branch that you broke off is itself another tree.",
27,Speaker 1 (Keenan Crane Phd),"So our rule is that every branch splits into two smaller branches.",
28,Speaker 2 (child),"Okay.",
29,Speaker 1 (Keenan Crane Phd),"So your tree is totally beautiful, but it took a long time to make, right.",
30,Speaker 1 (Keenan Crane Phd),"How would you feel if I said, now you have to make a thousand of those trees.",
31,Speaker 2 (child),"I'd be like, oh my that's a lot of work.",
32,Speaker 1 (Keenan Crane Phd),"Yeah, it's a ton of work.",
33,Speaker 1 (Keenan Crane Phd),"If you think about Moana's island, it has these tens and hundreds of thousands of trees on it.",
34,Speaker 1 (Keenan Crane Phd),"And that's why we need computers to help us out because computers are really good at taking these really simple rules, like put two branches on every other branch and doing it really, really fast.",
35,Speaker 2 (child),"I want to know how to draw a fractal.",
36,Speaker 1 (Keenan Crane Phd),"On a computer if you wanna learn to draw fractals, then you might need to learn a little bit about programming.",
37,Speaker 2 (child),"Programming.",
38,Speaker 1 (Keenan Crane Phd),"Yeah.",
39,Speaker 2 (child),"Like coding.",
40,Speaker 1 (Keenan Crane Phd),"Like coding, exactly.",
41,Speaker 1 (Keenan Crane Phd),"That's what actually a lot of the artists for the movies are working with code rather than with a paintbrush.",
42,Speaker 1 (Keenan Crane Phd),"So in your own words, how would you describe a fractal to somebody?",
43,Speaker 2 (child),"I would describe a fractal by saying that when you see a, a object, if you zoom in closely, you'll see that it's, it's broken down into pieces.",
44,Speaker 2 (child),"So as you zoom in more closely, you'll keep seeing smaller and smaller pieces.",
45,Speaker 1 (Keenan Crane Phd),"Definitely that is totally what fractals are all about.",
46,Speaker 2 (child),"Yes.",
