Sequence,Speaker,Utterance,Notes
1,Speaker 1 (Keenan Crane Phd),"Do you play any video games?",
2,Speaker 4 (College Student),"I really like hard stone Minecraft.",
3,Speaker 1 (Keenan Crane Phd),"What happens in Minecraft if you get really, really close to a shape?",
4,Speaker 4 (College Student),"Well, it just looks like a block.",
5,Speaker 1 (Keenan Crane Phd),"Yeah it looks really blocky.",
6,Speaker 1 (Keenan Crane Phd),"And it's the same thing not only with shapes and games, but also colors and textures.",
7,Speaker 1 (Keenan Crane Phd),"And this is an especially a big problem in virtual reality because you have no control over where people are gonna go.",
8,Speaker 1 (Keenan Crane Phd),"What they're gonna look at, how close they're gonna get to various objects.",
9,Speaker 1 (Keenan Crane Phd),"So fractals on the other hand are these things that have infinitely, you know, nice details you get closer and closer and closer.",
10,Speaker 1 (Keenan Crane Phd),"And so this is something that can help us solve this problem in computer graphics of generating more detail.",
11,Speaker 1 (Keenan Crane Phd),"One of the reasons why fractals are really nice for computer graphics is because the algorithms that we use to draw images also have this kind of recursive flavor.",
12,Speaker 1 (Keenan Crane Phd),"What's recursion?",
13,Speaker 4 (College Student),"Recursion is a function that uses itself or calls itself in it's definition.",
14,Speaker 4 (College Student),"And basically with that, you can figure out minute details such as searching for a value in a binary tree.",
15,Speaker 4 (College Student),"It's kind of like iterating through itself, but it's often more sophisticated in that it's easier to write.",
16,Speaker 1 (Keenan Crane Phd),"They're easy for a computer to execute, right?",
17,Speaker 1 (Keenan Crane Phd),"It just has to run this recursive procedure over and over and over again.",
18,Speaker 1 (Keenan Crane Phd),"We can kind of get as much detail as we want or need.",
19,Speaker 1 (Keenan Crane Phd),"When I think about fractals and kind of what they've done for computer graphics, the example I think is subdivision surfaces.",
20,Speaker 1 (Keenan Crane Phd),"Did you, did you encounter subdivision surfaces in your graphics class at all?",
21,Speaker 4 (College Student),"The name doesn't really ring a bell?",
22,Speaker 1 (Keenan Crane Phd),"So subdivision surface is a way of describing a smooth shape on a computer rather than some complicated fractal shape.",
23,Speaker 1 (Keenan Crane Phd),"So meshes and computer graphics are usually made of these flat polygons with kind of sharp edges.",
24,Speaker 1 (Keenan Crane Phd),"And so the question is how can I get something nice and round and smooth out of these sharp looking polygons?",
25,Speaker 1 (Keenan Crane Phd),"What I can do is I can start cutting one at a time, the corners of this paper off, it still looks very angular.",
26,Speaker 1 (Keenan Crane Phd),"I still have these really sharp points.",
27,Speaker 4 (College Student),"Right why are we doing this?",
28,Speaker 1 (Keenan Crane Phd),"Because I want to draw a smooth curve on the screen, but all my computer can do is draw straight lines.",
29,Speaker 1 (Keenan Crane Phd),"And that's actually too true of GPUs.",
30,Speaker 1 (Keenan Crane Phd),"It's kind of interesting.",
31,Speaker 1 (Keenan Crane Phd),"GPUs are basically really fast machines that can only draw one thing and that's a flat triangle.",
32,Speaker 1 (Keenan Crane Phd),"And so if we keep doing this with our paper, you kind of get pretty quickly the idea of what's gonna happen.",
33,Speaker 1 (Keenan Crane Phd),"So when you go to see a Pixar movie, for instance, every surface has been subdivided down.",
34,Speaker 1 (Keenan Crane Phd),"So you have tiny little triangles called micro polygons that are even smaller than the size of a pixel.",
35,Speaker 4 (College Student),"How long does this process take?",
36,Speaker 1 (Keenan Crane Phd),"Well, because people who really need to use these subdivision services for everything, people who worked hard over the years to make this super, super fast.",
37,Speaker 1 (Keenan Crane Phd),"In fact, subdivision services were invented basically at Pixar.",
38,Speaker 1 (Keenan Crane Phd),"There's this guy, Ed Capel, and he was harshly responsible for one of the most famous kinds of subdivision surfaces called Capel Clark subdivision surfaces.",
39,Speaker 1 (Keenan Crane Phd),"And in fact recently won the touring award for these subdivision services.",
40,Speaker 4 (College Student),"What do you think are the current shortcomings in, I guess applying fractals to computer science right now, what are, what is the cutting edge?",
41,Speaker 1 (Keenan Crane Phd),"So we've, talked a little bit about the positive features of fractals and procedural graphics, which is you can write one simple recursive program and the computer creates a lot of detail for you.",
42,Speaker 1 (Keenan Crane Phd),"So that's really nice, right?",
43,Speaker 1 (Keenan Crane Phd),"It's saving you a lot of work, but the downside is you lose a lot of control.",
44,Speaker 1 (Keenan Crane Phd),"So because the only thing you're describing is this short little program, you don't have complete control over how this is gonna end up.",
45,Speaker 1 (Keenan Crane Phd),"And so adding more controllability to procedural graphics is something people have been thinking about for many years.",
46,Speaker 1 (Keenan Crane Phd),"So how has our conversation changed your understanding of what fractals are all about?",
47,Speaker 4 (College Student),"I think it's really interesting to see the different ways, fractals will be not only useful, but necessary in being able to render these games and these different programs that are interesting in the metaverse or different media to be really beautiful.",
